TWo	TWo	crd	TWo	two	0
,	,	,	,	,	0
Men	Men	n2	Men	man	0
and	and	cc	and	and	0
earth	earth	n1	earth	earth	0
detest	detest	vvb	detest	detest	0
it	it	pn31	it	it	0
:	:	:	:	:	0
Innocents	Innocents	n2-jn	Innocents	innocent	0
bewaile	bewaile	vvb	bewail	bewail	0
it	it	pn31	it	it	0
,	,	,	,	,	0
the	the	dt	the	the	0
Nocent	Nocent	fw-la	Nocent	nocent	0
and	and	cc	and	and	0
vnhappie	vnhappie	j	unhappy	unhappy	0
Delinquents	Delinquents	n2-jn	Delinquents	delinquent	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
perceiuing	perceiuing	vvg	perceiving	perceive	0
how	how	c-crq	how	how	0
their	their	po32	their	their	0
Religion	Religion	n1	Religion	religion	0
reproueth	reproueth	vvz	reproveth	reprove	0
it	it	pn31	it	it	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
repentance	repentance	n1	repentance	repentance	0
haue	haue	vhb	have	have	0
lamented	lamented	vvn	lamented	lament	0
it	it	pn31	it	it	0
:	:	:	:	:	0
Protestants	Protestants	n2	Protestants	protestant	0
exclaime	exclaime	vvb	exclaim	exclaim	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
dutifull	dutifull	j	dutiful	dutiful	0
,	,	,	,	,	0
Religious	Religious	j	Religious	religious	0
,	,	,	,	,	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
Catholikes	Catholikes	njp2	Catholics	catholic	0
,	,	,	,	,	0
Priests	Priests	n2	Priests	priest	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
endured	endured	vvn	endured	endure	0
most	most	av-ds	most	most	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
hold	hold	vvb	hold	hold	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
greatest	greatest	js	greatest	great	0
horror	horror	n1	horror	horror	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
subiect	subiect	n-jn	subject	subject	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
grieuous	grieuous	j	grievous	grievous	0
sor	sor	p-acp	sor	for	0
∣	∣	sy	∣	∣	0
row	row	n1	row	row	0
,	,	,	,	,	0
that	that	cst	that	that	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
profession	profession	n1	profession	profession	0
should	should	vmd	should	shall	0
attempt	attempt	vvi	attempt	attempt	0
so	so	av	so	so	0
barbarous	barbarous	j	barbarous	barbarous	0
and	and	cc	and	and	0
vnnaturall	vnnaturall	j	unnatural	unnatural	0
cruelty	cruelty	n1	cruelty	cruelty	0
,	,	,	,	,	0
or	or	cc	or	or	0
practise	practise	vvi	practise	practise	0
any	any	d	any	any	0
disobedience	disobedience	n1	disobedience	disobedience	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
.	.	.	.	.	1
And	And	cc	And	and	0
will	will	vmb	will	will	0
sweare	sweare	vvi	swear	swear	0
,	,	,	,	,	0
protest	protest	vvb	protest	protest	0
,	,	,	,	,	0
promise	promise	vvb	promise	promise	0
,	,	,	,	,	0
and	and	cc	and	and	0
performe	performe	vvi	perform	perform	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
iesty	iesty	j	iesty	jesty	0
,	,	,	,	,	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
Loyaltie	Loyaltie	n1	Loyalty	loyalty	0
,	,	,	,	,	0
Obedience	Obedience	n1	Obedience	obedience	0
,	,	,	,	,	0
and	and	cc	and	and	0
dutie	dutie	n1	duty	duty	0
is	is	vbz	is	be	0
due	due	j-jn	due	due	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
subiect	subiect	n-jn	subject	subject	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Temporall	Temporall	j	Temporal	temporal	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
lawe	lawe	n1	law	law	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
or	or	cc	or	or	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
vsed	vsed	vvn	used	use	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
subiects	subiects	n2-jn	subjects	subject	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
your	your	po22	your	your	0
Pogenitos	Pogenitos	n2	Pogenitos	pogenito	0
Christian	Christian	np1	Christian	Christian	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
first	first	ord	first	first	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
last	last	ord	last	last	0
:	:	:	:	:	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
and	and	cc	and	and	0
rendr	rendr	n2	rendr	rendr	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
honorable	honorable	j	honourable	honourable	0
Counsaile	Counsaile	n1	Counsel	counsel	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
Magi	Magi	n2	Magi	magi	0
∣	∣	sy	∣	∣	0
strats	strats	n2	strats	strat	0
in	in	p-acp	in	in	0
ciuil	ciuil	j	civil	civil	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
so	so	av	so	so	0
much	much	d	much	much	0
Honor	Honor	n1	Honour	honour	0
,	,	,	,	,	0
Reuerence	Reuerence	n1	Reverence	reverence	0
and	and	cc	and	and	0
Submis	Submis	n2	Submis	submi	0
∣	∣	sy	∣	∣	0
sion	sion	n1	sion	sion	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Protestant	Protestant	n1	Protestant	protestant	0
subiects	subiects	n2-jn	subjects	subject	0
,	,	,	,	,	0
like	like	j	like	like	0
amitie	amitie	n1	amity	amity	0
and	and	cc	and	and	0
neigh	neigh	vvb	neigh	neigh	0
∣	∣	sy	∣	∣	0
bourlie	bourlie	av-j	bourlie	bourlie	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
prfesse	prfesse	vvb	prfesse	prfesse	0
.	.	.	.	.	1
Concerning	Concerning	vvg	Concerning	concern	0
the	the	dt	the	the	0
second	second	ord	second	second	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
publike	publike	j	public	public	0
reproache	reproache	n1	reproach	reproach	0
,	,	,	,	,	0
and	and	cc	and	and	0
defamati	defamati	fw-la	defamati	defamati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
(	(	(	(	(	0
most	most	av-ds	most	most	0
worthy	worthy	j	worthy	worthy	0
Prince	Prince	n1	Prince	prince	0
)	)	)	)	)	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
only	only	av-j	only	only	0
concerned	concerned	vvd	concerned	concern	0
the	the	dt	the	the	0
Catholikes	Catholikes	njp2	Catholics	catholic	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
no	no	dx	no	no	0
easie	easie	j	easy	easy	0
question	question	n1	question	question	0
to	to	pc-acp	to	to	0
proue	proue	vvi	prove	prove	0
,	,	,	,	,	0
that	that	cst	that	that	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
times	times	n2	times	time	0
,	,	,	,	,	0
are	are	vbr	are	be	0
masters	masters	n2	master's	master	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
fame	fame	n1	fame	fame	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
content	content	j	content	content	0
to	to	pc-acp	to	to	0
burie	burie	vvi	bury	bury	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
graue	graue	n1	graven	grave	0
of	of	pp-f	of	of	0
obliuion	obliuion	n1	oblivion	oblivion	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
many	many	d	many	many	0
miseris	miseris	fw-la	miseris	miseris	0
which	which	q-crq	which	which	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
long	long	av-j	long	long	0
susteined	susteined	vvn	sustained	sustain	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
holy	holy	j	holy	holy	0
faith	faith	n1	faith	faith	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
Maledicimur	Maledicimur	fw-la	Maledicimur	maledicimur	0
et	et	fw-la	et	et	0
benedicimus	benedicimus	fw-la	benedicimus	benedicimus	0
,	,	,	,	,	0
persecu	persecu	n1	persecu	persecu	0
∣	∣	sy	∣	∣	0
tionem	tionem	fw-la	tionem	tionem	0
patimur	patimur	fw-la	patimur	patimur	0
et	et	fw-la	et	et	0
sustinemu	sustinemu	fw-la	sustinemu	sustinemu	0
,	,	,	,	,	0
blasphemamur	blasphemamur	fw-la	blasphemamur	blasphemamur	0
et	et	fw-la	et	et	0
obsecramus	obsecramus	fw-la	obsecramus	obsecramus	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Purgamenta	Purgamenta	np1	Purgamenta	Purgamenta	0
huius	huius	fw-la	huius	huius	0
mundi	mundi	fw-la	mundi	mundi	0
,	,	,	,	,	0
and	and	cc	and	and	0
omnium	omnium	fw-la	omnium	omnium	0
peripsema	peripsema	n1	peripsema	peripsema	0
,	,	,	,	,	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
the	the	dt	the	the	0
badge	badge	n1	badge	badge	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
maintainers	maintainers	n2	maintainers	maintainer	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
worshippe	worshippe	n1	worship	worship	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
be	be	vbb	be	be	0
stiled	stiled	vvn	styled	style	0
sditious	sditious	j	sditious	sditious	0
and	and	cc	and	and	0
traiterous	traiterous	j	traitorous	traitorous	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
quite	quite	av	quite	quite	0
contrarie	contrarie	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
High	High	j	High	high	0
∣	∣	sy	∣	∣	0
nesse	nesse	vvb	ness	ness	0
often	often	av	often	often	0
Assertions	Assertions	n2	Assertions	assertion	0
,	,	,	,	,	0
and	and	cc	and	and	0
publique	publique	j	public	public	0
Proclamations	Proclamations	n2	Proclamations	proclamation	0
;	;	;	;	;	0
That	That	cst	That	that	0
all	all	d	all	all	0
Catholike	Catholike	jp	Catholic	catholic	0
subiects	subiects	n2-jn	subjects	subject	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
forraigne	forraigne	j	foreign	foreign	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
your	your	po22	your	your	0
Confederates	Confederates	n2	Confederates	confederate	0
,	,	,	,	,	0
must	must	vmb	must	must	0
weare	weare	vvi	wear	wear	0
that	that	d	that	that	0
Liuerie	Liuerie	n1	Livery	livery	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Soueraignes	Soueraignes	n2-jn	Sovereigns	sovereign	0
be	be	vbb	be	be	0
attended	attended	vvn	attended	attend	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
seruants	seruants	n2	servants	servant	0
;	;	;	;	;	0
All	All	d	All	all	0
Catholike	Catholike	jp	Catholic	catholic	0
schooles	schooles	n2	schools	school	0
termed	termed	vvn	termed	term	0
Seminaries	Seminaries	n2	Seminaries	seminary	0
of	of	pp-f	of	of	0
rebel	rebel	n1	rebel	rebel	0
∣	∣	sy	∣	∣	0
lions	lions	ng2	lions	lion	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
directly	directly	av-j	directly	direct	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
reputations	reputations	n2	reputations	reputation	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
those	those	d	those	those	0
Vni	Vni	n1	Vni	vni	0
∣	∣	sy	∣	∣	0
ersities	ersities	n2	ersities	ersity	0
,	,	,	,	,	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
Prelates	Prelates	n2	Prelates	prelate	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
God	God	np1	God	God	0
himselfe	himselfe	px31	himself	himself	0
(	(	(	(	(	0
whose	whose	rg-crq	whose	who	0
howse	howse	n1	house	house	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
whose	whose	rg-crq	whose	who	0
honor	honor	n1	honour	honour	0
can	can	vmb	can	can	0
neither	neither	av-dx	neither	neither	0
be	be	vbi	be	be	0
giuen	giuen	vvn	given	give	0
nor	nor	ccx	nor	nor	0
taken	taken	vvn	taken	take	0
away	away	av	away	away	0
)	)	)	)	)	0
is	is	vbz	is	be	0
thus	thus	av	thus	thus	0
condemned	condemned	vvn	condemned	condemn	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
late	late	j	late	late	0
pam	pam	n1	pam	pam	0
∣	∣	sy	∣	∣	0
phlett	phlett	n1	phlett	phlett	0
intituled	intituled	vvn	entitled	entitle	0
,	,	,	,	,	0
An	An	dt	And	a	0
exact	exact	j	exact	exact	0
Discouerie	Discouerie	n1	Discovery	discovery	0
of	of	pp-f	of	of	0
Romish	Romish	jp	Romish	romish	0
doctrine	doctrine	n1	doctrine	doctrine	0
in	in	p-acp	in	in	0
case	case	n1	case	case	0
of	of	pp-f	of	of	0
Conspiracie	Conspiracie	n1	Conspiracy	conspiracy	0
:	:	:	:	:	0
Silence	Silence	n1	Silence	silence	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
too	too	av	too	too	0
suspicious	suspicious	j	suspicious	suspicious	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
neglect	neglect	n1	neglect	neglect	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
greatest	greatest	js	greatest	great	0
duties	duties	n2	duties	duty	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Catholike	Catholike	jp	Catholic	catholic	0
world	world	n1	world	world	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
I	I	pns11	I	i	0
poe	poe	zz	poe	poe	0
wretch	wretch	n1	wretch	wretch	0
and	and	cc	and	and	0
sinner	sinner	n1	sinner	sinner	0
an	an	dt	and	a	0
vnworthy	vnworthy	j	unworthy	unworthy	0
member	member	n1	member	member	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
sacred	sacred	j	sacred	sacred	0
bodie	bodie	n1	body	body	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
obedient	obedient	j	obedient	obedient	0
subiects	subiects	n2-jn	subjects	subject	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
submission	submission	n1	submission	submission	0
craue	craue	vvb	crave	crave	0
pardon	pardon	n1	pardon	pardon	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
monstrance	monstrance	n1	monstrance	monstrance	0
of	of	pp-f	of	of	0
Catholikes	Catholikes	njp2	Catholics	catholic	0
due	due	j-jn	due	due	0
and	and	cc	and	and	0
expected	expected	j-vvn	expected	expect	0
Loyaltie	Loyaltie	n1	Loyalty	loyalty	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Soueraigne	Soueraigne	j-jn	Sovereign	sovereign	0
Authoritie	Authoritie	n1	Authority	authority	0
,	,	,	,	,	0
and	and	cc	and	and	0
refute	refute	vvi	refute	refute	0
the	the	dt	the	the	0
friuoulous	friuoulous	j	frivolous	frivolous	0
obiections	obiections	n2	objections	objection	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Author	Author	n1	Author	author	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
with	with	p-acp	with	with	0
Dauid	Dauid	np1	Dauid	David	0
against	against	p-acp	against	against	0
Goliah	Goliah	np1	Goliah	Goliath	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
behalfe	behalfe	n1	behalf	behalf	0
of	of	pp-f	of	of	0
King	King	n1	King	king	0
Saul	Saul	np1	Saul	Saul	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
strike	strike	vvi	strike	strike	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
and	and	cc	and	and	0
returne	returne	vvi	return	return	0
all	all	d	all	all	0
and	and	cc	and	and	0
euery	euery	d	every	every	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
deadlie	deadlie	j	deadly	deadly	0
reasons	reasons	n2	reasons	reason	0
,	,	,	,	,	0
vppon	vppon	p-acp	upon	upon	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
Profession	Profession	n1	Profession	profession	0
.	.	.	.	.	1
Which	Which	q-crq	Which	which	0
▪	▪	▪	▪	▪	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
lawfully	lawfully	av-j	lawfully	lawful	0
obserue	obserue	vvi	observe	observe	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
common	common	j	common	common	0
consent	consent	n1	consent	consent	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
entreating	entreating	vvg	entreating	entreat	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
case	case	n1	case	case	0
,	,	,	,	,	0
being	being	vbg	being	be	0
onely	onely	j	only	only	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
right	right	j-jn	right	right	0
of	of	pp-f	of	of	0
iust	iust	j	just	just	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
