BELOVED	BELOVED	j-vvn	BELOVED	belove	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
endeavour	endeavour	n1	endeavour	endeavour	0
to	to	pc-acp	to	to	0
gaine	gaine	vvi	gain	gain	0
his	his	po31	his	his	0
arguments	arguments	n2	arguments	argument	0
in	in	p-acp	in	in	0
writing	writing	n1	writing	writing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
declining	declining	vvg	declining	decline	0
and	and	cc	and	and	0
provoking	provoking	vvg	provoking	provoke	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
publique	publique	j	public	public	0
dispute	dispute	n1	dispute	dispute	0
,	,	,	,	,	0
notwithstanding	notwithstanding	c-acp	notwithstanding	notwithstanding	0
many	many	d	many	many	0
reasons	reasons	n2	reasons	reason	0
given	given	vvn	given	give	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
inconve	inconve	n1	inconve	inconve	0
∣	∣	sy	∣	∣	0
niences	niences	n2	niences	nience	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
beeing	beeing	vbg	being	be	0
deemed	deemed	vvn	deemed	deem	0
my	my	po11	my	my	0
declining	declining	j-vvg	declining	decline	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
comen	comen	vvn	come	come	0
from	from	p-acp	from	from	0
distrust	distrust	n1	distrust	distrust	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
an	an	dt	and	a	0
answer	answer	n1	answer	answer	0
made	made	vvd	made	make	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
arguments	arguments	n2	arguments	argument	0
,	,	,	,	,	0
I	I	pns11	I	i	0
knew	knew	vvd	knew	know	0
urged	urged	vvn	urged	urge	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
for	for	c-acp	for	for	0
infant	infant	n1	infant	infant	0
baptisme	baptisme	n1	baptism	baptism	0
in	in	p-acp	in	in	0
certaine	certaine	j	certain	certain	0
Sermons	Sermons	n2	Sermons	sermon	0
,	,	,	,	,	0
I	I	pns11	I	i	0
yeelded	yeelded	vvd	yielded	yield	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
dispute	dispute	n1	dispute	dispute	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
Ian.	Ian.	np1	Ian.	Ian.	1
1.	1.	crd	1.	1.	1
A	A	dt	A	a	0
fortnight	fortnight	n1	fortnight	fortnight	0
after	after	a-acp	after	after	0
or	or	cc	or	or	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
even	even	av	even	even	0
while	while	cs	while	while	0
I	I	pns11	I	i	0
earnestly	earnestly	av-j	earnestly	earnest	0
sollicited	sollicited	vvn	solicited	solicit	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
mee	mee	pno11	me	i	0
have	have	vhi	have	have	0
his	his	po31	his	his	0
arguments	arguments	n2	arguments	argument	0
in	in	p-acp	in	in	0
writing	writing	n1	writing	writing	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
examin	examin	vvi	examine	examine	0
them	them	pno32	them	they	0
,	,	,	,	,	0
he	he	pns31	he	he	0
writes	writes	vvz	writes	write	0
the	the	dt	the	the	0
Epistle	Epistle	n1	Epistle	epistle	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
passage	passage	n1	passage	passage	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
here	here	av	here	here	0
answer	answer	vvi	answer	answer	0
.	.	.	.	.	1
It's	It's	pn31|vbz	It's	it|be	0
told	told	vvn	told	tell	0
me	me	pno11	me	i	0
he	he	pns31	he	he	0
intends	intends	vvz	intends	intend	0
a	a	dt	a	a	0
larger	larger	jc	larger	large	0
Trea	Trea	np1	Trea	Trea	0
∣	∣	sy	∣	∣	0
tise	tise	n1	tise	tise	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
though	though	cs	though	though	0
before	before	a-acp	before	before	0
and	and	cc	and	and	0
since	since	a-acp	since	since	0
the	the	dt	the	the	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
pute	pute	n1	pute	pute	0
he	he	pns31	he	he	0
seemed	seemed	vvd	seemed	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
very	very	av	very	very	0
averse	averse	j	averse	averse	0
from	from	p-acp	from	from	0
writing	writing	vvg	writing	write	0
.	.	.	.	.	1
I	I	pns11	I	i	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
ceive	ceive	vvb	ceive	ceive	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
dispute	dispute	n1	dispute	dispute	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
averres	averres	vvz	avers	aver	0
a	a	dt	a	a	0
visible	visible	j	visible	visible	0
Church-member-ship	Church-member-ship	n1	Church-member-ship	church-member-ship	0
in	in	p-acp	in	in	0
infants	infants	n2	infants	infant	0
of	of	pp-f	of	of	0
godly	godly	j	godly	godly	0
parents	parents	n2	parents	parent	0
before	before	p-acp	before	before	0
circumcision	circumcision	n1	circumcision	circumcision	0
was	was	vbds	was	be	0
instituted	instituted	vvn	instituted	institute	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
inferre	inferre	vvi	infer	infer	0
infant	infant	n1	infant	infant	0
bap	bap	vvi	bap	bap	0
∣	∣	sy	∣	∣	0
tisme	tisme	n1	tisme	tisme	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
is	is	vbz	is	be	0
visible	visible	j	visible	visible	0
is	is	vbz	is	be	0
discernible	discernible	j	discernible	discernible	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
note	note	n1	note	note	0
;	;	;	;	;	0
a	a	dt	a	a	0
purpose	purpose	n1	purpose	purpose	0
or	or	cc	or	or	0
promise	promise	n1	promise	promise	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
makes	makes	vvz	makes	make	0
not	not	xx	not	not	0
a	a	dt	a	a	0
visible	visible	j	visible	visible	0
Church-member	Church-member	n1	Church-member	church-member	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
did	did	vdd	did	do	0
many	many	d	many	many	0
infidels	infidels	n2	infidels	infidel	0
elect	elect	vvb	elect	elect	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
visible	visible	j	visible	visible	0
members	members	n2	members	member	0
,	,	,	,	,	0
while	while	cs	while	while	0
infidels	infidels	n2	infidels	infidel	0
:	:	:	:	:	0
the	the	dt	the	the	0
birth	birth	n1	birth	birth	0
and	and	cc	and	and	0
actings	actings	n2	actings	acting	0
of	of	pp-f	of	of	0
believers	believers	n2	believers	believer	0
infants	infants	n2	infants	infant	0
is	is	vbz	is	be	0
like	like	av-j	like	like	0
to	to	p-acp	to	to	0
other	other	j-jn	other	other	0
infants	infants	n2	infants	infant	0
;	;	;	;	;	0
what	what	r-crq	what	what	0
then	then	av	then	then	0
should	should	vmd	should	shall	0
make	make	vvi	make	make	0
or	or	cc	or	or	0
shew	shew	vvi	show	show	0
them	them	pno32	them	they	0
visible	visible	j	visible	visible	0
members	members	n2	members	member	0
circumcision	circumcision	n1	circumcision	circumcision	0
set	set	vvd	set	set	0
apart	apart	av	apart	apart	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
.	.	.	.	.	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
only	only	j	only	only	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
holy	holy	j	holy	holy	0
family	family	n1	family	family	0
,	,	,	,	,	0
this	this	d	this	this	0
visibility	visibility	n1	visibility	visibility	0
(	(	(	(	(	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
so	so	av	so	so	0
cal	cal	vvb	call	call	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
)	)	)	)	)	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
granted	granted	vvn	granted	grant	0
to	to	pc-acp	to	to	0
remaine	remaine	vvi	remain	remain	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
as	as	c-acp	as	as	0
no	no	dx	no	no	0
initial	initial	j	initial	initial	0
seale	seale	n1	seal	seal	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it's	it's	pn31|vbz	it's	it|be	0
called	called	vvn	called	call	0
)	)	)	)	)	0
did	did	vdd	did	do	0
belong	belong	vvi	belong	belong	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
till	till	p-acp	till	till	0
Abrahams	Abrahams	npg1	Abrahams	Abraham	0
time	time	n1	time	time	0
,	,	,	,	,	0
so	so	av	so	so	0
neither	neither	d	neither	neither	0
doth	doth	vdz	does	do	0
it	it	pn31	it	it	0
now	now	av	now	now	0
by	by	p-acp	by	by	0
vertue	vertue	n1	virtue	virtue	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
visibility	visibility	n1	visibility	visibility	0
without	without	p-acp	without	without	0
institution	institution	n1	institution	institution	0
.	.	.	.	.	1
If	If	cs	If	if	0
baptisme	baptisme	n1	baptism	baptism	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
new	new	j	new	new	0
Testament	Testament	n1	Testament	testament	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
and	and	cc	and	and	0
a	a	dt	a	a	0
mere	mere	j	mere	mere	0
positive	positive	j	positive	positive	0
rite	rite	n1	rite	rite	0
no	no	dx	no	no	0
good	good	j	good	good	0
proofe	proofe	n1	proof	proof	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
from	from	p-acp	from	from	0
precept	precept	n1	precept	precept	0
or	or	cc	or	or	0
practise	practise	n1	practice	practice	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
New	New	j	New	new	0
Testament	Testament	n1	Testament	testament	0
,	,	,	,	,	0
positive	positive	j	positive	positive	0
rites	rites	n2	rites	rite	0
having	having	vhg	having	have	0
no	no	dx	no	no	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
appointers	appointers	n2	appointers	appointer	0
will	will	vmb	will	will	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
rule	rule	n1	rule	rule	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
institution	institution	n1	institution	institution	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
Math.	Math.	np1	Math.	Math.	0
28.	28.	crd	28.	28.	0
19.	19.	crd	19.	19	1
Mr.	Mr.	n1	Mr.	mr.	0
Baxter	Baxter	np1	Baxter	Baxter	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Treatise	Treatise	n1	Treatise	treatise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
rest	rest	vvb	rest	rest	0
pag	pag	n1	page	page	0
.	.	.	.	.	1
222.	222.	crd	222.	222.	0
549.	549.	crd	549.	549.	0
paraphraseth	paraphraseth	vvz	paraphraseth	paraphrase	0
Christs	Christs	npg1	Christs	Christ	0
words	words	n2	words	word	0
as	as	c-acp	as	as	0
J	J	pns11	J	i	0
do	do	vdb	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Appendix	Appendix	n1	Appendix	appendix	0
.	.	.	.	.	0
pag	pag	n1	page	page	0
.	.	.	.	.	1
104.	104.	crd	104.	104.	0
he	he	pns31	he	he	0
speaks	speaks	vvz	speaks	speak	0
thus	thus	av	thus	thus	0
,	,	,	,	,	0
Doth	Doth	vdz	Does	do	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
bid	bid	vvb	bid	bid	0
us	us	pno12	us	we	0
repent	repent	vvi	repent	repent	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
lieve	lieve	av-j	lieve	lief	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
baptized	baptized	vvn	baptised	baptize	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
remission	remission	n1	remission	remission	0
of	of	pp-f	of	of	0
sinnes	sinnes	n2	sins	sin	0
?	?	?	?	?	1
The	The	dt	The	the	0
institution	institution	n1	institution	institution	0
then	then	av	then	then	0
is	is	vbz	is	be	0
plaine	plaine	av-j	plain	plain	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
judgement	judgement	n1	judgement	judgement	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
practise	practise	n1	practice	practice	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
Mr.	Mr.	n1	Mr.	mr.	0
Baxter	Baxter	np1	Baxter	Baxter	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Appendix	Appendix	n1	Appendix	appendix	0
pag	pag	n1	page	page	0
.	.	.	.	.	1
32.	32.	crd	32.	32.	0
speaks	speaks	vvz	speaks	speak	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
disliked	disliked	vvd	disliked	dislike	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
Persons	Persons	n2	Persons	person	0
are	are	vbr	are	be	0
bap	bap	vvi	bap	bap	0
∣	∣	sy	∣	∣	0
tized	tized	vvd	tized	tize	0
into	into	p-acp	into	into	0
they	they	pns32	they	they	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
be	be	vbi	be	be	0
true	true	j	true	true	0
of	of	pp-f	of	of	0
infants	infants	n2	infants	infant	0
when	when	c-crq	when	when	0
baptized	baptized	vvn	baptised	baptize	0
,	,	,	,	,	0
and	and	cc	and	and	0
pag	pag	n1	page	page	0
.	.	.	.	.	1
56.	56.	crd	56.	56.	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
these	these	d	these	these	0
words	words	n2	words	word	0
;	;	;	;	;	0
neither	neither	d	neither	neither	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
seales	seales	n2	seals	seal	0
usefull	usefull	j	useful	useful	0
till	till	c-acp	till	till	0
the	the	dt	the	the	0
accepting	accepting	vvg	accepting	accept	0
,	,	,	,	,	0
and	and	cc	and	and	0
entring	entring	vvg	entering	enter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
then	then	av	then	then	0
can	can	vmb	can	can	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
usefull	usefull	j	useful	useful	0
to	to	p-acp	to	to	0
infants	infants	n2	infants	infant	0
?	?	?	?	?	1
One	One	crd	One	one	0
thing	thing	n1	thing	thing	0
more	more	av-dc	more	more	0
J	J	pns11	J	i	0
desire	desire	vvb	desire	desire	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Treatiss	Treatiss	np1	Treatiss	Treatiss	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
rest	rest	vvb	rest	rest	0
pag	pag	n1	page	page	0
.	.	.	.	.	1
651.	651.	crd	651.	651.	1
He	He	pns31	He	he	0
hath	hath	vhz	hath	have	0
these	these	d	these	these	0
words	words	n2	words	word	0
.	.	.	.	.	1
And	And	cc	And	and	0
their	their	po32	their	their	0
being	being	n1	being	being	0
baptized	baptized	j-vvn	baptised	baptise	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
or	or	cc	or	or	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
universall	universall	j	universal	universal	0
visible	visible	j	visible	visible	0
Church	Church	n1	Church	church	0
(	(	(	(	(	0
into	into	p-acp	into	into	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	d	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
baptized	baptized	vvn	baptised	baptize	0
)	)	)	)	)	0
is	is	vbz	is	be	0
sufficient	sufficient	j	sufficient	sufficient	0
evidence	evidence	n1	evidence	evidence	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
inte	inte	n1	inte	inte	0
∣	∣	sy	∣	∣	0
rest	rest	n1	rest	rest	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
supper	supper	n1	supper	supper	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
by	by	p-acp	by	by	0
Heresie	Heresie	n1	Heresy	heresy	0
or	or	cc	or	or	0
scandal	scandal	n1	scandal	scandal	0
blot	blot	n1	blot	blot	0
that	that	cst	that	that	0
evi	evi	fw-la	evi	evi	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
.	.	.	.	.	1
J	J	pns11	J	i	0
assume	assume	vvb	assume	assume	0
by	by	p-acp	by	by	0
Mr.	Mr.	n1	Mr.	mr.	1
Baxters	Baxters	ng1	Baxte's	baxte	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
Infants	Infants	n2	Infants	infant	0
are	are	vbr	are	be	0
rightly	rightly	av-jn	rightly	right	0
baptized	baptized	vvn	baptised	baptize	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
visible	visible	j	visible	visible	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
universall	universall	j	universal	universal	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
sufficient	sufficient	j	sufficient	sufficient	0
evidence	evidence	n1	evidence	evidence	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
interest	interest	n1	interest	interest	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
supper	supper	n1	supper	supper	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
if	if	cs	if	if	0
these	these	d	these	these	0
reasons	reasons	n2	reasons	reason	0
be	be	vbb	be	be	0
good	good	j	good	good	0
,	,	,	,	,	0
infants	infants	n2	infants	infant	0
of	of	pp-f	of	of	0
believers	believers	n2	believers	believer	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
federally	federally	av-j	federally	federal	0
holy	holy	j	holy	holy	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
seale	seale	n1	seal	seal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
follow	follow	vvi	follow	follow	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
Communion	Communion	n1	Communion	communion	0
as	as	c-acp	as	as	0
wel	wel	av	well	well	0
as	as	c-acp	as	as	0
baptisme	baptisme	n1	baptism	baptism	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
good	good	j	good	good	0
arguing	arguing	vvg	arguing	argue	0
infants	infants	n2	infants	infant	0
were	were	vbdr	were	be	0
circumcised	circumcised	vvn	circumcised	circumcise	0
,	,	,	,	,	0
our	our	po12	our	our	0
Children	Children	n2	Children	child	0
ae	ae	fw-la	ae	ae	0
to	to	p-acp	to	to	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
lesse	lesse	dc	less	less	0
priviledge	priviledge	n1	privilege	privilege	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Jewes	Jewes	np2	Jewes	Jew	0
Children	Children	n2	Children	child	0
,	,	,	,	,	0
baptisme	baptisme	n1	baptism	baptism	0
comes	comes	vvz	comes	come	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
roome	roome	n1	room	room	0
of	of	pp-f	of	of	0
circum	circum	fw-la	circum	circum	0
∣	∣	sy	∣	∣	0
cition	cition	n1	cition	cition	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
Supper	Supper	n1	Supper	supper	0
