FOr	FOr	p-acp	FOr	for	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
also	also	av	also	also	0
wil	wil	n1	will	will	0
defend	defend	vvi	defend	defend	0
theyr	theyr	po32	their	their	0
Religion	Religion	n1	Religion	religion	0
(	(	(	(	(	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
borne	borne	vvn	born	bear	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
fyer	fyer	n1	fire	fire	0
and	and	cc	and	and	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
theyr	theyr	po32	their	their	0
natural	natural	j	natural	natural	0
and	and	cc	and	and	0
earthly	earthly	j	earthly	earthly	0
inheritances	inheritances	n2	inheritances	inheritance	0
:	:	:	:	:	0
or	or	cc	or	or	0
had	had	vhd	had	have	0
with	with	p-acp	with	with	0
fyer	fyer	n1	fire	fire	0
and	and	cc	and	and	0
sword	sword	n1	sword	sword	0
been	been	vbn	been	be	0
gotten	gotten	vvn	got	get	0
,	,	,	,	,	0
and	and	cc	and	and	0
therfore	therfore	av	therefore	therefore	0
wil	wil	vmb	will	will	0
with	with	p-acp	with	with	0
fyer	fyer	n1	fire	fire	0
and	and	cc	and	and	0
sword	sword	n1	sword	sword	0
maynteyne	maynteyne	vvi	maintain	maintain	0
and	and	cc	and	and	0
defend	defend	vvi	defend	defend	0
it	it	pn31	it	it	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
your	your	po22	your	your	0
Maiesty	Maiesty	n1	Majesty	majesty	0
and	and	cc	and	and	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
to	to	pc-acp	to	to	0
vnderstand	vnderstand	vvi	understand	understand	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
doe	doe	vdb	do	do	0
teach,2	teach,2	n1	teach,2	teach,2	0
.	.	.	.	.	1
Cor.	Cor.	np1	Cor.	Cor.	0
10.	10.	crd	10.	10.	0
4.	4.	crd	4.	4.	0
that	that	d	that	that	0
the	the	dt	the	the	0
one	one	crd	one	one	0
true	true	j	true	true	0
religion	religion	n1	religion	religion	0
is	is	vbz	is	be	0
gottē	gottē	vvn	got	get	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
new	new	j	new	new	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
word	word	n1	word	word	0
and	and	cc	and	and	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
therewith	therewith	av	therewith	therewith	0
also	also	av	also	also	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
onely	onely	av-j	only	only	0
mayn	mayn	j	main	main	0
∣	∣	sy	∣	∣	0
teyned	teyned	vvd	teyned	teyn	0
and	and	cc	and	and	0
defended	defended	vvn	defended	defend	0
.	.	.	.	.	1
Ephe.	Ephe.	np1	Ephe.	Ephe.	0
6.	6.	crd	6.	6.	0
17	17	crd	17	17	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
liuely	liuely	j	lively	lively	0
,	,	,	,	,	0
&	&	cc	&	and	0
mighty	mighty	j	mighty	mighty	0
in	in	p-acp	in	in	0
operation	operation	n1	operation	operation	0
,	,	,	,	,	0
&	&	cc	&	and	0
sharper	sharper	jc	sharper	sharp	0
then	then	cs	then	than	0
any	any	d	any	any	0
two	two	crd	two	two	0
edged	edged	j-vvn	edged	edge	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
4.	4.	crd	4.	4.	0
12.	12.	crd	12.	12.	1
&	&	cc	&	and	0
entereth	entereth	vvz	entereth	enter	0
through	through	p-acp	through	through	0
,	,	,	,	,	0
even	even	av	even	even	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
deviding	deviding	n-vvg	dividing	divide	0
asunder	asunder	av	asunder	asunder	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
&	&	cc	&	and	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
joynts	joynts	n2	joints	joint	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
marrow	marrow	n1	marrow	marrow	0
,	,	,	,	,	0
&	&	cc	&	and	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
discer	discer	n1	discer	discer	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
intents	intents	n2	intents	intent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
.	.	.	.	.	1
Seeing	Seeing	vvg	Seeing	see	0
then	then	av	then	then	0
the	the	dt	the	the	0
one	one	crd	one	one	0
true	true	j	true	true	0
Re	Re	fw-mi	Re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
is	is	vbz	is	be	0
thus	thus	av	thus	thus	0
gotten	gotten	vvn	got	get	0
:	:	:	:	:	0
and	and	cc	and	and	0
thus	thus	av	thus	thus	0
defended	defended	vvn	defended	defend	0
and	and	cc	and	and	0
mainteyned	mainteyned	vvn	maintained	maintain	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
word	word	n1	word	word	0
preached	preached	vvd	preached	preach	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Maiesty	Maiesty	n1	Majesty	majesty	0
and	and	cc	and	and	0
Par	Par	fw-fr	Par	par	0
∣	∣	sy	∣	∣	0
liament	liament	n1	liament	liament	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
entreated	entreated	vvn	entreated	entreat	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
revoke	revoke	vvi	revoke	revoke	0
and	and	cc	and	and	0
repeale	repeale	vvi	repeal	repeal	0
,	,	,	,	,	0
those	those	d	those	those	0
Antychristian	Antychristian	njp	Antychristian	antychristian	0
,	,	,	,	,	0
Romish	Romish	jp	Romish	romish	0
and	and	cc	and	and	0
cruel	cruel	j	cruel	cruel	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
that	that	cst	that	that	0
force	force	vvb	force	force	0
al	al	d	all	all	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
lād	lād	n1	land	land	0
,	,	,	,	,	0
both	both	d	both	both	0
Prince	Prince	n1	Prince	prince	0
ād	ād	cc	and	and	0
people	people	n1	people	people	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
receaue	receaue	vvi	receive	receive	0
that	that	d	that	that	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
King	King	n1	King	king	0
or	or	cc	or	or	0
Queen	Queen	n1	Queen	queen	0
were	were	vbdr	were	be	0
borne	borne	vvn	born	bear	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
stablished	stablished	vvn	established	establish	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
:	:	:	:	:	0
Mat.	Mat.	np1	Mat.	Mat	1
28.	28.	crd	28.	28.	0
19	19	crd	19	19	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
steed	steed	n1	steed	steed	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
enact	enact	vvi	enact	enact	0
and	and	cc	and	and	0
publish	publish	vvi	publish	publish	0
,	,	,	,	,	0
that	that	cst	that	that	0
Apostolick	Apostolick	vvb	Apostolic	apostolic	0
.	.	.	.	.	1
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
Mar.	Mar.	np1	Mar.	Mar.	0
16.	16.	crd	16.	16.	0
16	16	crd	16	16	1
▪	▪	▪	▪	▪	0
Gentle	Gentle	j	Gentle	gentle	0
&	&	cc	&	and	0
merciful	merciful	j	merciful	merciful	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
viz	viz	av	videlicet	viz	0
:	:	:	:	:	0
Goe	Goe	vvb	Go	go	0
teach	teach	vvb	teach	teach	0
al	al	d	all	all	0
nations	nations	n2	nations	nation	0
,	,	,	,	,	0
preach	preach	vvb	preach	preach	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
to	to	p-acp	to	to	0
every	every	d	every	every	0
creature	creature	n1	creature	creature	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
8.	8.	crd	8.	8.	0
12.	12.	crd	12.	12.	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
Christ	Christ	np1	Christ	Christ	0
wil	wil	vmb	will	will	0
haue	haue	vhi	have	have	0
his	his	po31	his	his	0
ministers	ministers	n2	ministers	minister	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
and	and	cc	and	and	0
teach	teach	vvi	teach	teach	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
nations	nations	n2	nations	nation	0
,	,	,	,	,	0
luc	luc	fw-fr	luc	luc	0
.	.	.	.	.	1
24.	24.	crd	24.	24.	0
4.	4.	crd	4.	4.	0
7.	7.	crd	7.	7.	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
concerne	concerne	vvb	concern	concern	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
act	act	n1	act	act	0
.	.	.	.	.	1
8.	8.	crd	8.	8.	0
12.	12.	crd	12.	12.	0
37.	37.	crd	37.	37.	1
&	&	cc	&	and	0
2.	2.	crd	2.	2.	0
4.	4.	crd	4.	4.	1
&	&	cc	&	and	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Mesiah	Mesiah	np1	Mesiah	Mesiah	0
,	,	,	,	,	0
repentance	repentance	n1	repentance	repentance	0
&	&	cc	&	and	0
remision	remision	n1	remission	remission	0
of	of	pp-f	of	of	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
baptise	baptise	vvb	baptise	baptise	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
name	name	n1	name	name	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
doe	doe	vdb	do	do	0
beleeve	beleeve	vvi	believe	believe	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
much	much	av-d	much	much	0
also	also	av	also	also	0
that	that	cst	that	that	0
the	the	dt	the	the	0
false	false	j	false	false	0
ād	ād	cc	and	and	0
Antychristian	Antychristian	j	Antychristian	antychristian	0
religion	religion	n1	religion	religion	0
did	did	vdd	did	do	0
come	come	vvi	come	come	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
error	error	n1	error	error	0
&	&	cc	&	and	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
Devils	Devils	n2	Devils	devil	0
,	,	,	,	,	0
ād	ād	cc	and	and	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
fyer	fyer	n1	fire	fire	0
and	and	cc	and	and	0
sword	sword	n1	sword	sword	0
:	:	:	:	:	0
Rev.	Rev.	n1	Rev.	rev.	1
16.	16.	crd	16.	16.	0
14	14	crd	14	14	0
therfore	therfore	av	therefore	therefore	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
ād	ād	cc	and	and	0
doctryne	doctryne	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
must	must	vmb	must	must	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
driven	driven	vvn	driven	drive	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
and	and	cc	and	and	0
consciences	consciences	n2	consciences	conscience	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
Prince	Prince	n1	Prince	prince	0
and	and	cc	and	and	0
People	People	n1	People	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
fyer	fyer	n1	fire	fire	0
and	and	cc	and	and	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
false	false	j	false	false	0
Bishops	Bishops	n2	Bishops	bishop	0
and	and	cc	and	and	0
ministers	ministers	n2	ministers	minister	0
haue	haue	vhb	have	have	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
still	still	av	still	still	0
perswade	perswade	vvi	persuade	persuade	0
.	.	.	.	.	1
Therfore	Therfore	av	Therefore	therefore	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
jesty	jesty	j	jesty	jesty	0
and	and	cc	and	and	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
vnderstand	vnderstand	vvi	understand	understand	0
that	that	cst	that	that	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
fyer	fyer	n1	fire	fire	0
and	and	cc	and	and	0
sword	sword	n1	sword	sword	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
cōstraine	cōstraine	vvi	constrain	constrain	0
Princes	Princes	n2	Princes	prince	0
and	and	cc	and	and	0
peoples	peoples	ng1	peoples	people	0
,	,	,	,	,	0
Marc.	Marc.	np1	Marc.	Marc	1
9.	9.	crd	9.	9	0
38	38	crd	38	38	0
39.	39.	crd	39.	39	0
to	to	p-acp	to	to	0
receaue	receaue	vvi	receive	receive	0
that	that	d	that	that	0
one	one	crd	one	one	0
true	true	j	true	true	0
Religion	Religion	n1	Religion	religion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
is	is	vbz	is	be	0
wholy	wholy	av-jn	wholly	whole	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
mynde	mynde	n1	mind	mind	0
and	and	cc	and	and	0
mercifull	mercifull	j	merciful	merciful	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
dangerous	dangerous	j	dangerous	dangerous	0
both	both	av-d	both	both	0
to	to	p-acp	to	to	0
king	king	n1	king	king	0
and	and	cc	and	and	0
State	State	n1	State	state	0
,	,	,	,	,	0
a	a	dt	a	a	0
meanes	meanes	n2	means	mean	0
to	to	pc-acp	to	to	0
decreace	decreace	vvi	decreace	decreace	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
and	and	cc	and	and	0
a	a	dt	a	a	0
meanes	meanes	n2	means	mean	0
to	to	pc-acp	to	to	0
increace	increace	vvi	increase	increase	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
Antychrist	Antychrist	np1	Antychrist	Antychrist	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
reasones	reasones	n2	reasons	reason	0
follo	follo	vvi	follow	follow	0
∣	∣	sy	∣	∣	0
wing	wing	n1	wing	wing	0
doe	doe	vdb	do	do	0
manifest	manifest	vvi	manifest	manifest	0
:	:	:	:	:	0
The	The	dt	The	the	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
beseech	beseech	vvb	beseech	beseech	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
and	and	cc	and	and	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
carefully	carefully	av-j	carefully	careful	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shal	shal	vmb	shall	shall	0
judge	judge	vvi	judge	judge	0
every	every	d	every	every	0
man	man	n1	man	man	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
deeds	deeds	n2	deeds	deed	0
:	:	:	:	:	0
Mat.	Mat.	np1	Mat.	Mat	1
16.	16.	crd	16.	16.	0
27	27	crd	27	27	0
and	and	cc	and	and	0
perseqution	perseqution	n1	perseqution	perseqution	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
well	well	av	well	well	0
pleasing	pleasing	vvg	pleasing	please	0
to	to	p-acp	to	to	0
al	al	d	all	all	0
false	false	j	false	false	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
Rev.	Rev.	n1	Rev.	rev.	1
16.	16.	crd	16.	16.	0
14	14	crd	14	14	0
and	and	cc	and	and	0
Bishops	Bishops	n2	Bishops	bishop	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
minde	minde	n1	mind	mind	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
Luce	Luce	np1	Luce	Luce	0
9.	9.	crd	9.	9	0
