Precious	Precious	j	Precious	precious	0
punished	punished	vvn	punished	punish	0
with	with	p-acp	with	with	0
ever	ever	av	ever	ever	0
∣	∣	sy	∣	∣	0
lasting	lasting	vvg	lasting	last	0
destruction	destruction	n1	destruction	destruction	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
power	power	n1	power	power	0
,	,	,	,	,	0
Thess.	Thess.	np1	Thess.	Thess.	1
1.5	1.5	crd	1.5	1.5	0
.	.	.	.	.	0
for	for	p-acp	for	for	0
I	I	pns11	I	i	0
deserved	deserved	vvd	deserved	deserve	0
no	no	av-dx	no	no	0
less	less	av-dc	less	less	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
truly	truly	av-j	truly	true	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
experienced	experienced	vvn	experienced	experience	0
that	that	d	that	that	0
good	good	j	good	good	0
saying	saying	n-vvg	saying	say	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
That	That	cst	That	that	0
where	where	c-crq	where	where	0
sin	sin	n1	since	sin	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
bounded	bounded	vvn	bounded	bound	0
,	,	,	,	,	0
grace	grace	n1	grace	grace	0
hath	hath	vhz	hath	have	0
much	much	d	much	much	0
more	more	dc	more	more	0
(	(	(	(	(	0
yea	yea	uh	yea	yea	0
exceeding	exceeding	av-vvg	exceeding	exceed	0
much	much	av-d	much	much	0
more	more	dc	more	more	0
)	)	)	)	)	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
bounded	bounded	vvn	bounded	bound	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
5.20	5.20	crd	5.20	5.20	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
rich	rich	j	rich	rich	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
rich	rich	j	rich	rich	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
great	great	j	great	great	0
mercies	mercies	n2	mercies	mercy	0
,	,	,	,	,	0
and	and	cc	and	and	0
loving	loving	j-vvg	loving	love	0
kindness	kindness	n1	kindness	kindness	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
past	past	p-acp	passed	past	0
finding	finding	vvg	finding	find	0
out	out	av	out	out	0
,	,	,	,	,	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
fathom	fathom	n1	fathom	fathom	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
high	high	j	high	high	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
deep	deep	j-jn	deep	deep	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
long	long	j	long	long	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
broad	broad	j	broad	broad	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
stand	stand	vvi	stand	stand	0
and	and	cc	and	and	0
admire	admire	vvi	admire	admire	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
bestowed	bestowed	vvn	bestowed	bestow	0
on	on	p-acp	on	on	0
me	me	pno11	me	i	0
,	,	,	,	,	0
1	1	crd	1	1	0
Joh.	Joh.	np1	Joh.	Joh.	1
2.1	2.1	crd	2.1	2.1	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
therefore	therefore	av	therefore	therefore	0
sent	sent	vvn	sent	send	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
these	these	d	these	these	0
few	few	d	few	few	0
lines	lines	n2	lines	line	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
take	take	vvi	take	take	0
heed	heed	n1	heed	heed	0
and	and	cc	and	and	0
beware	beware	vvi	beware	beware	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
deceitful	deceitful	j	deceitful	deceitful	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
deadly	deadly	j	deadly	deadly	0
cruel	cruel	j	cruel	cruel	0
enemy	enemy	n1	enemy	enemy	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
maketh	maketh	vvz	makes	make	0
such	such	d	such	such	0
spoile	spoile	n1	spoil	spoil	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
man	man	n1	man	man	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
gets	gets	vvz	gets	get	0
footing	footing	n1	footing	footing	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
rich	rich	j	rich	rich	0
mercy	mercy	n1	mercy	mercy	0
and	and	cc	and	and	0
love	love	n1	love	love	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
step	step	vvi	step	step	0
in	in	p-acp	in	in	0
to	to	pc-acp	to	to	0
help	help	vvi	help	help	0
,	,	,	,	,	0
it	it	pn31	it	it	0
destroyeth	destroyeth	vvz	destroyeth	destroy	0
soul	soul	n1	soul	soul	0
and	and	cc	and	and	0
body	body	n1	body	body	0
,	,	,	,	,	0
good	good	j	good	good	0
name	name	n1	name	name	0
,	,	,	,	,	0
relations	relations	n2	relations	relation	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
neer	neer	av-j	near	near	0
and	and	cc	and	and	0
dear	dear	j-jn	dear	dear	0
:	:	:	:	:	0
therefore	therefore	av	therefore	therefore	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
and	and	cc	and	and	0
beware	beware	vvi	beware	beware	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
take	take	vvb	take	take	0
that	that	d	that	that	0
good	good	j	good	good	0
counsel	counsel	n1	counsel	counsel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
16.13	16.13	crd	16.13	16.13	0
.	.	.	.	.	1
Watch	Watch	n1	Watch	watch	0
ye	ye	pn22	you	you	0
,	,	,	,	,	0
stand	stand	vvb	stand	stand	0
fast	fast	av-j	fast	fast	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
quit	quit	vvb	quit	quit	0
you	you	pn22	you	you	0
like	like	j	like	like	0
men	men	n2	men	man	0
,	,	,	,	,	0
be	be	vbb	be	be	0
strong	strong	j	strong	strong	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
might	might	n1	might	might	0
,	,	,	,	,	0
Eph.	Eph.	np1	Eph.	Eph.	1
6.10	6.10	crd	6.10	6.10	0
.	.	.	.	.	0
for	for	c-acp	for	for	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
,	,	,	,	,	0
sin	sin	n1	since	sin	0
will	will	vmb	will	will	0
break	break	vvi	break	break	0
in	in	p-acp	in	in	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
grievous	grievous	j	grievous	grievous	0
spoile	spoile	n1	spoil	spoil	0
and	and	cc	and	and	0
havocke	havocke	n1	havoc	havoc	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
keeping	keeping	vvg	keeping	keep	0
this	this	d	this	this	0
guard	guard	n1	guard	guard	0
,	,	,	,	,	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
broken	broken	vvn	broken	break	0
in	in	p-acp	in	in	0
on	on	p-acp	on	on	0
me	me	pno11	me	i	0
,	,	,	,	,	0
like	like	av-j	like	like	0
an	an	dt	and	a	0
inundation	inundation	n1	inundation	inundation	0
of	of	pp-f	of	of	0
water	water	n1	water	water	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
once	once	a-acp	once	once	0
my	my	po11	my	my	0
mountain	mountain	n1	mountain	mountain	0
was	was	vbds	was	be	0
so	so	av	so	so	0
set	set	vvn	set	set	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
strongly	strongly	av-j	strongly	strong	0
founded	founded	vvn	founded	found	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
possible	possible	av-j	possible	possible	0
it	it	pn31	it	it	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
moved	moved	vvn	moved	move	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
30.7	30.7	crd	30.7	30.7	0
.	.	.	.	.	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Tranquility	Tranquility	n1	Tranquillity	tranquillity	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
candle	candle	n1	candle	candle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
shone	shone	vvd	shone	shine	0
upon	upon	p-acp	upon	upon	0
my	my	po11	my	my	0
head	head	n1	head	head	0
,	,	,	,	,	0
I	I	pns11	I	i	0
said	said	vvd	said	say	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
dye	dye	vvi	die	dye	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
nest	nest	n1	nest	nest	0
,	,	,	,	,	0
and	and	cc	and	and	0
multiply	multiply	vvi	multiply	multiply	0
dayes	dayes	n2	days	day	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
sand	sand	n1	sand	sand	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
spread	spread	vvi	spread	spread	0
my	my	po11	my	my	0
root	root	n1	root	root	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
waters	waters	n2	waters	water	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
flourish	flourish	vvi	flourish	flourish	0
,	,	,	,	,	0
Job	Job	np1	Job	Job	0
29.3	29.3	crd	29.3	29.3	0
,	,	,	,	,	0
18	18	crd	18	18	0
,	,	,	,	,	0
19	19	crd	19	19	0
,	,	,	,	,	0
20.	20.	crd	20.	20.	0
all	all	d	all	all	0
went	went	vvd	went	go	0
well	well	av	well	well	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
attained	attained	vvn	attained	attain	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
good	good	j	good	good	0
progress	progress	n1	progress	progress	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
practice	practice	n1	practice	practice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
now	now	av	now	now	0
safe	safe	j	safe	safe	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
spoke	spoke	vvd	spoke	speak	0
a	a	dt	a	a	0
great	great	j	great	great	0
deal	deal	n1	deal	deal	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
behold	behold	vvb	behold	behold	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
thus	thus	av	thus	thus	0
slept	slept	vvd	slept	sleep	0
,	,	,	,	,	0
the	the	dt	the	the	0
ene	ene	av	ene	even	0
∣	∣	sy	∣	∣	0
my	my	po11	my	my	0
sin	sin	n1	since	sin	0
came	came	vvd	came	come	0
and	and	cc	and	and	0
stole	stole	vvd	stole	steal	0
in	in	p-acp	in	in	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
how	how	c-crq	how	how	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
First	First	ord	First	first	0
I	I	pns11	I	i	0
grew	grew	vvd	grew	grow	0
a	a	dt	a	a	0
little	little	j	little	little	0
cold	cold	j-jn	cold	cold	0
and	and	cc	and	and	0
careless	careless	j	careless	careless	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
cold	cold	n-jn	cold	cold	0
,	,	,	,	,	0
mad	mad	j	mad	mad	0
,	,	,	,	,	0
and	and	cc	and	and	0
distempered	distempered	j-vvn	distempered	distemper	0
yeers	yeers	n2	years	year	0
1647.	1647.	crd	1647.	1647.	0
and	and	cc	and	and	0
1648.	1648.	crd	1648.	1648.	0
and	and	cc	and	and	0
then	then	av	then	then	0
sin	sin	n1	since	sin	0
took	took	vvd	took	take	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
base	base	j	base	base	0
heart	heart	n1	heart	heart	0
deceived	deceived	vvn	deceived	deceive	0
me	me	pno11	me	i	0
,	,	,	,	,	0
presently	presently	av-j	presently	present	0
runs	runs	vvz	runs	run	0
and	and	cc	and	and	0
layeth	layeth	vvz	layeth	lay	0
hold	hold	n1	hold	hold	0
on	on	p-acp	on	on	0
me	me	pno11	me	i	0
,	,	,	,	,	0
tempteth	tempteth	vvz	tempts	tempt	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
draweth	draweth	vvz	draws	draw	0
me	me	pno11	me	i	0
away	away	av	away	away	0
,	,	,	,	,	0
Jon.	Jon.	np1	Jon.	Jon.	1
1.14	1.14	crd	1.14	1.14	0
,	,	,	,	,	0
15	15	crd	15	15	0
,	,	,	,	,	0
compare	compare	vvb	compare	compare	0
Rom.	Rom.	np1	Rom.	Rom.	1
7.11	7.11	crd	7.11	7.11	0
.	.	.	.	.	0
and	and	cc	and	and	0
so	so	av	so	so	0
hath	hath	vhz	hath	have	0
slaine	slaine	vvn	slain	slay	0
,	,	,	,	,	0
wounded	wounded	vvn	wounded	wound	0
,	,	,	,	,	0
and	and	cc	and	and	0
destroyed	destroyed	vvd	destroyed	destroy	0
me	me	pno11	me	i	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
After	After	p-acp	After	after	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
thus	thus	av	thus	thus	0
inticed	inticed	vvn	enticed	entice	0
,	,	,	,	,	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
being	being	vbg	being	be	0
by	by	p-acp	by	by	0
sin	sin	n1	since	sin	0
deceived	deceived	vvn	deceived	deceive	0
,	,	,	,	,	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
became	became	vvd	became	become	0
it's	it's	pn31|vbz	it's	it|be	0
slave	slave	n1	slave	slave	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
this	this	d	this	this	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
case	case	n1	case	case	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
one	one	crd	one	one	0
that	that	cst	that	that	0
sin	sin	n1	since	sin	0
layeth	layeth	vvz	layeth	lay	0
hold	hold	n1	hold	hold	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
provide	provide	vvi	provide	provide	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
alwayes	alwayes	av	always	always	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
carrying	carrying	vvg	carrying	carry	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
close	close	av-j	close	close	0
and	and	cc	and	and	0
secret	secret	j-jn	secret	secret	0
;	;	;	;	;	0
and	and	cc	and	and	0
here	here	av	here	here	0
cometh	cometh	vvz	comes	come	0
vows	vows	n2	vows	vow	0
,	,	,	,	,	0
oaths	oaths	n2	oaths	oath	0
,	,	,	,	,	0
wishes	wishes	n2	wishes	wish	0
,	,	,	,	,	0
execrations	execrations	n2	execrations	execration	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
to	to	pc-acp	to	to	0
save	save	vvi	save	save	0
,	,	,	,	,	0
cover	cover	vvb	cover	cover	0
,	,	,	,	,	0
and	and	cc	and	and	0
hide	hide	vvi	hide	hide	0
this	this	d	this	this	0
ugly	ugly	j	ugly	ugly	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
panion	panion	n1	panion	panion	0
sin	sin	n1	since	sin	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
Then	Then	av	Then	then	0
sin	sin	n1	since	sin	0
will	will	vmb	will	will	0
seem	seem	vvi	seem	seem	0
very	very	av	very	very	0
fair	fair	j	fair	fair	0
,	,	,	,	,	0
and	and	cc	and	and	0
smile	smile	vvi	smile	smile	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
,	,	,	,	,	0
flatter	flatter	vvb	flatter	flatter	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
cometh	cometh	vvz	comes	come	0
once	once	a-acp	once	once	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
touched	touched	vvn	touched	touch	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
discovered	discovered	vvn	discovered	discover	0
,	,	,	,	,	0
and	and	cc	and	and	0
feareth	feareth	vvz	fears	fear	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
dislodged	dislodged	vvn	dislodged	dislodge	0
,	,	,	,	,	0
he	he	pns31	he	he	0
now	now	av	now	now	0
will	will	vmb	will	will	0
come	come	vvi	come	come	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
help	help	n1	help	help	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
first-born	first-born	j	firstborn	first-born	0
the	the	dt	the	the	0
divel	divel	n1	devil	devil	0
,	,	,	,	,	0
and	and	cc	and	and	0
belay	belay	vvb	belay	belay	0
you	you	pn22	you	you	0
on	on	p-acp	on	on	0
every	every	d	every	every	0
side	side	n1	side	side	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
left	left	j	left	left	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
pretence	pretence	n1	pretence	pretence	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
towards	towards	p-acp	towards	towards	0
God	God	np1	God	God	0
,	,	,	,	,	0
towards	towards	p-acp	towards	towards	0
his	his	po31	his	his	0
wayes	wayes	n2	ways	way	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
self	self	n1	self	self	0
and	and	cc	and	and	0
relations	relations	n2	relations	relation	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
so	so	av	so	so	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
found	found	vvn	found	find	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
some	some	d	some	some	0
yeers	yeers	n2	years	year	0
since	since	c-acp	since	since	0
abandoned	abandoned	vvn	abandoned	abandon	0
all	all	d	all	all	0
the	the	dt	the	the	0
thoughts	thoughts	n2	thoughts	thought	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
such	such	d	such	such	0
thing	thing	n1	thing	thing	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
July	July	np1	July	July	0
1650.	1650.	crd	1650.	1650.	0
had	had	vhn	had	have	0
earnestly	earnestly	av-j	earnestly	earnest	0
besought	besought	vvd	besought	beseech	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
favour	favour	n1	favour	favour	0
and	and	cc	and	and	0
peace	peace	n1	peace	peace	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
former	former	j	former	former	0
evils	evils	n2-jn	evils	evil	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
now	now	av	now	now	0
pardon	pardon	vvi	pardon	pardon	0
and	and	cc	and	and	0
pass	pass	vvi	pass	pass	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
hide	hide	vvi	hide	hide	0
his	his	po31	his	his	0
face	face	n1	face	face	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
sin	sin	n1	since	sin	0
;	;	;	;	;	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
spoke	spoke	vvd	spoke	speak	0
much	much	d	much	much	0
peace	peace	n1	peace	peace	0
