HOnoured	HOnoured	j-vvn	HOnoured	honour	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
spend	spend	vvi	spend	spend	0
some	some	d	some	some	0
houres	houres	n2	hours	hour	0
every	every	d	every	every	0
day	day	n1	day	day	0
in	in	p-acp	in	in	0
Religious	Religious	j	Religious	religious	0
duties	duties	n2	duties	duty	0
)	)	)	)	)	0
and	and	cc	and	and	0
perusing	perusing	vvg	perusing	peruse	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
apply	apply	vvi	apply	apply	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
edification	edification	n1	edification	edification	0
and	and	cc	and	and	0
adorning	adorning	vvg	adorning	adorn	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
Soules	Soules	n2	Souls	soul	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Gods	Gods	ng1	Gods	god	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
eter	eter	wd	eater	eter	0
¦	¦	sy	¦	¦	0
nall	nall	j	nall	nall	0
comfort	comfort	n1	comfort	comfort	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
that	that	d	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
daily	daily	av-j	daily	daily	0
increase	increase	vvi	increase	increase	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
prayer	prayer	n1	prayer	prayer	0
of	of	pp-f	of	of	1
