NOBLE	NOBLE	j	NOBLE	noble	0
reso	reso	j	reso	reso	0
∣	∣	sy	∣	∣	0
lution	lution	n1	lution	lution	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
stands	stands	vvz	stands	stand	0
so	so	av	so	so	0
much	much	av-d	much	much	0
indebted	indebted	vvn	indebted	indebt	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
day	day	n1	day	day	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
,	,	,	,	,	0
Noble	Noble	j	Noble	noble	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
these	these	d	these	these	0
rude	rude	j	rude	rude	0
Notes	Notes	n2	Notes	note	0
being	being	vbg	being	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
looke	looke	vvi	look	look	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
whither	whither	q-crq	whither	whither	0
shall	shall	vmb	shall	shall	0
they	they	pns32	they	they	0
run	run	vvi	run	run	0
for	for	p-acp	for	for	0
shelter	shelter	n1	shelter	shelter	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
?	?	?	?	?	1
Surely	Surely	np1	Surely	Surely	0
your	your	po22	your	your	0
right	right	j-jn	right	right	0
is	is	vbz	is	be	0
grea	grea	zz	grea	grea	0
∣	∣	sy	∣	∣	0
test	test	n1	test	test	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
succeeding	succeeding	vvg	succeeding	succeed	0
the	the	dt	the	the	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
and	and	cc	and	and	0
intrustments	intrustments	n2	intrustments	intrustment	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
activity	activity	n1	activity	activity	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
publique	publique	j	public	public	0
good	good	j	good	good	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
perceive	perceive	vvb	perceive	perceive	0
by	by	p-acp	by	by	0
Austin	Austin	np1	Austin	Austin	0
,	,	,	,	,	0
Retr	Retr	vvb	Retr	retr	0
.	.	.	.	.	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
who	who	r-crq	who	who	0
repented	repented	vvd	repented	repent	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
attributed	attributed	vvd	attributed	attribute	0
more	more	av-dc	more	more	0
to	to	p-acp	to	to	0
Theodorus	Theodorus	np1	Theodorus	Theodorus	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
wrote	wrote	vvd	wrote	write	0
a	a	dt	a	a	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
though	though	cs	though	though	0
otherwise	otherwise	av	otherwise	otherwise	0
he	he	pns31	he	he	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
godly	godly	j	godly	godly	0
man	man	n1	man	man	0
,	,	,	,	,	0
then	then	av	then	then	0
was	was	vbds	was	be	0
meet	meet	j	meet	meet	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
easie	easie	j	easy	easy	0
to	to	p-acp	to	to	0
over-lash	over-lash	n1	overlash	overlash	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mendation	mendation	n1	mendation	mendation	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
man	man	n1	man	man	0
.	.	.	.	.	1
Only	Only	j	Only	only	0
this	this	d	this	this	0
therefore	therefore	av	therefore	therefore	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
name	name	n1	name	name	0
without	without	p-acp	without	without	0
flattery	flattery	n1	flattery	flattery	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
the	the	dt	the	the	0
world	world	n1	world	world	0
an	an	dt	and	a	0
accompt	accompt	n1	account	account	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
choise	choise	n1	choice	choice	0
;	;	;	;	;	0
Your	Your	po22	Your	your	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Ministers	Ministers	n2	Ministers	minister	0
and	and	cc	and	and	0
members	members	n2	members	member	0
,	,	,	,	,	0
your	your	po22	your	your	0
constancy	constancy	n1	constancy	constancy	0
in	in	p-acp	in	in	0
sticking	sticking	vvg	sticking	stick	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Cause	Cause	n1	Cause	cause	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
friends	friends	n2	friends	friend	0
and	and	cc	and	and	0
lands	lands	n2	lands	land	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
back-sliding	back-sliding	j	backsliding	backsliding	0
,	,	,	,	,	0
and	and	cc	and	and	0
forward	forward	av-j	forward	forward	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
in	in	p-acp	in	in	0
acting	acting	vvg	acting	act	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
bleeding	bleeding	j-vvg	bleeding	bleed	0
times	times	n2	times	time	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
satisfie	satisfie	vvi	satisfy	satisfy	0
me	me	pno11	me	i	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
found	found	vvn	found	find	0
a	a	dt	a	a	0
Patron	Patron	n1	Patron	patron	0
sutable	sutable	j	suitable	suitable	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
subject	subject	n-jn	subject	subject	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
praying	praying	vvg	praying	pray	0
your	your	po22	your	your	0
favourable	favourable	j	favourable	favourable	0
construction	construction	n1	construction	construction	0
and	and	cc	and	and	0
acceptance	acceptance	n1	acceptance	acceptance	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
poor	poor	j	poor	poor	0
mite	mite	n1	mite	mite	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
grace	grace	vvb	grace	grace	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
double	double	j-jn	double	double	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
deceased	deceased	j-vvn	deceased	decease	0
ser	ser	n1	sir	sir	0
∣	∣	sy	∣	∣	0
vant	vant	n1	vant	vaunt	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
,	,	,	,	,	0
make	make	vvb	make	make	0
you	you	pn22	you	you	0
high	high	j	high	high	0
and	and	cc	and	and	0
Noble	Noble	j	Noble	noble	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
your	your	po22	your	your	0
ends	ends	n2	ends	end	0
,	,	,	,	,	0
faithfull	faithfull	j	faithful	faithful	0
and	and	cc	and	and	0
constant	constant	j	constant	constant	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
your	your	po22	your	your	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
struments	struments	n2	struments	strument	0
,	,	,	,	,	0
couragious	couragious	j	courageous	courageous	0
and	and	cc	and	and	0
valiant	valiant	j	valiant	valiant	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
your	your	po22	your	your	0
undertakings	undertakings	n2-vvg	undertakings	undertake	0
for	for	p-acp	for	for	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
Remem	Remem	np1	Remem	Remem	0
∣	∣	sy	∣	∣	0
ber	ber	zz	ber	ber	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
riches	riches	n2	riches	riches	0
,	,	,	,	,	0
honours	honours	n2	honours	honour	0
,	,	,	,	,	0
high	high	j	high	high	0
places	places	n2	places	place	0
,	,	,	,	,	0
may	may	vmb	may	may	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
great	great	j	great	great	0
,	,	,	,	,	0
not	not	xx	not	not	0
gracious	gracious	j	gracious	gracious	0
,	,	,	,	,	0
not	not	xx	not	not	0
happy	happy	j	happy	happy	0
:	:	:	:	:	0
they	they	pns32	they	they	0
passe	passe	vvb	pass	pass	0
away	away	av	away	away	0
daily	daily	av-j	daily	daily	0
,	,	,	,	,	0
and	and	cc	and	and	0
often	often	av	often	often	0
much	much	av-d	much	much	0
faster	faster	jc	faster	fast	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
came	came	vvd	came	come	0
,	,	,	,	,	0
I'le	I'le	pns11|vmb	I'll	I|will	0
ad	ad	vvi	and	add	0
deum	deum	fw-la	deum	deum	0
copiosus	copiosus	fw-la	copiosus	copiosus	0
,	,	,	,	,	0
ille	ille	fw-la	ille	ille	0
opulentus	opulentus	fw-la	opulentus	opulentus	0
adveniet	adveniet	j-jn	adveniet	adveniet	0
,	,	,	,	,	0
cui	cui	fw-la	cui	cvi	0
astabunt	astabunt	fw-la	astabunt	astabunt	0
mi	mi	fw-mi	mi	mi	0
∣	∣	sy	∣	∣	0
sericordia	sericordia	fw-la	sericordia	sericordia	0
,	,	,	,	,	0
patientia	patientia	fw-la	patientia	patientia	0
,	,	,	,	,	0
charitas	charitas	fw-la	charitas	charitas	0
,	,	,	,	,	0
fi	fi	n2	fi	fi	0
∣	∣	sy	∣	∣	0
des	des	fw-fr	des	des	0
.	.	.	.	.	1
Lactant.	Lactant.	np1	Lactant.	Lactant.	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
7.	7.	crd	7.	7.	0
c	c	sy	c	c	0
.	.	.	.	.	1
27.	27.	crd	27.	27.	0
and	and	cc	and	and	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
tarry	tarry	vvb	tarry	tarry	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
last	last	ord	last	last	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
then	then	av	then	then	0
must	must	vmb	must	must	0
you	you	pn22	you	you	0
leave	leave	vvi	leave	leave	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
now	now	av	now	now	0
left	left	vvn	left	leave	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
.	.	.	.	.	1
We	We	pns12	We	we	0
shall	shall	vmb	shall	shall	0
carry	carry	vvi	carry	carry	0
nothing	nothing	pix	nothing	nothing	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
life	life	n1	life	life	0
spent	spent	vvn	spent	spend	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
Worke	Worke	vvb	Work	work	0
apace	apace	av	apace	apace	0
then	then	av	then	then	0
,	,	,	,	,	0
be	be	vbb	be	be	0
diligent	diligent	j	diligent	diligent	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
put	put	vvi	put	put	0
off	off	a-acp	off	off	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Masters	Masters	ng1	Master's	master	0
advantage	advantage	n1	advantage	advantage	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
go	go	vvi	go	go	0
richly	richly	av-j	richly	rich	0
laden	laden	vvn	laden	lade	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Haven	Haven	n1	Haven	haven	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
your	your	po22	your	your	0
time	time	n1	time	time	0
,	,	,	,	,	0
receive	receive	vvb	receive	receive	0
the	the	dt	the	the	0
crowne	crowne	n1	crown	crown	0
of	of	pp-f	of	of	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
prayeth	prayeth	vvz	prayeth	pray	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
yours	yours	png22	yours	you	1
