BEcause	BEcause	p-acp	BEcause	because	0
knovvledge	knovvledge	n1	knowledge	knowledge	0
vvhere	vvhere	c-crq	where	where	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
little	little	av-j	little	little	0
profite	profite	vvi	profit	profit	0
,	,	,	,	,	0
then	then	cs	then	than	0
vvell	vvell	av	well	well	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
that	that	d	that	that	0
good	good	j	good	good	0
talent	talent	n1	talon	talon	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
lent	lent	vvn	lent	lend	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
vvit	vvit	n1	wit	wit	0
ynough	ynough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
get	get	vvi	get	get	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
promotion	promotion	n1	promotion	promotion	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
skillul	skillul	j	skillul	skillul	0
ynough	ynough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
vvaxe	vvaxe	vvi	wax	wax	0
riche	riche	j	rich	rich	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
vvorld	vvorld	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
know	know	vvb	know	know	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
al	al	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
saue	saue	p-acp	save	save	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
shoulde	shoulde	vmd	should	shall	0
:	:	:	:	:	0
the	the	dt	the	the	0
vvisedome	vvisedome	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
counted	counted	vvn	counted	count	0
neere	neere	av-j	near	near	0
madnesse	madnesse	n1	madness	madness	0
,	,	,	,	,	0
the	the	dt	the	the	0
preaching	preaching	vvg	preaching	preach	0
of	of	pp-f	of	of	0
theCor	theCor	np1	theCor	theCor	0
.	.	.	.	.	1
1.18	1.18	crd	1.18	1.18	0
.	.	.	.	.	0
crose	crose	j	crose	cross	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
perish	perish	vvb	perish	perish	0
,	,	,	,	,	0
foolishnesse	foolishnesse	n1	foolishness	foolishness	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
feare	feare	vvi	fear	fear	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
counted	counted	vvn	counted	count	0
a	a	dt	a	a	0
life	life	n1	life	life	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
proude	proude	j	proud	proud	0
Rabbies	Rabbies	n2	Rabbies	rabbi	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
vvorlde	vvorlde	n1	world	world	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
can	can	vmb	can	can	0
teach	teach	vvi	teach	teach	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
many	many	d	many	many	0
things	things	n2	things	thing	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
:	:	:	:	:	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
this	this	d	this	this	0
worlde	worlde	n1	world	world	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
de	de	vdb	de	do	0
∣	∣	sy	∣	∣	0
sire	sire	n1	sire	sire	0
,	,	,	,	,	0
the	the	dt	the	the	0
vvorlde	vvorlde	n1	world	world	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
so	so	av	so	so	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
aduaunce	aduaunce	vvi	advance	advance	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
they	they	pns32	they	they	0
care	care	vvb	care	care	0
not	not	xx	not	not	0
thoughe	thoughe	cs	though	though	0
the	the	dt	the	the	0
glorye	glorye	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
fall	fall	vvi	fallen	fall	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
grounde	grounde	n1	ground	ground	0
,	,	,	,	,	0
they	they	pns32	they	they	0
liue	liue	vvb	live	live	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
an	an	dt	and	a	0
imortallitie	imortallitie	n1	imortallitie	imortallitie	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
here	here	av	here	here	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
their	their	po32	their	their	0
dwellinges	dwellinges	n2	dwellings	dwelling	0
should	should	vmd	should	shall	0
continue	continue	vvi	continue	continue	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
:	:	:	:	:	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
rich	rich	j	rich	rich	0
in	in	p-acp	in	in	0
substaunce	substaunce	n1	substance	substance	0
,	,	,	,	,	0
they	they	pns32	they	they	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
garde	garde	n1	guard	guard	0
not	not	xx	not	not	0
hovv	hovv	c-crq	how	how	0
farre	farre	av-j	far	far	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
behind	behind	p-acp	behind	behind	0
hande	hande	n1	hand	hand	0
in	in	p-acp	in	in	0
god	god	n1	god	god	0
∣	∣	sy	∣	∣	0
lines	lines	n2	lines	line	0
:	:	:	:	:	0
so	so	av	so	so	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
pleasure	pleasure	n1	pleasure	pleasure	0
and	and	cc	and	and	0
hearts	hearts	n2	hearts	heart	0
ease	ease	vvi	ease	ease	0
here	here	av	here	here	0
a	a	dt	a	a	0
vvhile	vvhile	n1	while	while	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
buy	buy	vvi	buy	buy	0
it	it	pn31	it	it	0
)	)	)	)	)	0
laide	laide	vvd	laid	lay	0
their	their	po32	their	their	0
souls	souls	n2	souls	soul	0
to	to	pc-acp	to	to	0
pawne	pawne	vvi	pawn	paw	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
true	true	j	true	true	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
too	too	av	too	too	0
rue	rue	vvi	rue	rue	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
God	God	np1	God	God	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
dispose	dispose	vvi	dispose	dispose	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
their	their	po32	their	their	0
madnesse	madnesse	n1	madness	madness	0
maye	maye	vmb	may	may	0
manifestly	manifestly	av-j	manifestly	manifest	0
appeare	appeare	vvi	appear	appear	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
greeuous	greeuous	j	grievous	grievous	0
sinners	sinners	n2	sinners	sinner	0
may	may	vmb	may	may	0
feare	feare	vvi	fear	fear	0
to	to	pc-acp	to	to	0
offende	offende	vvi	offend	offend	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
layde	layde	vvn	laid	lay	0
vvide	vvide	av-j	wide	wide	0
open	open	vvi	open	open	0
their	their	po32	their	their	0
shame	shame	n1	shame	shame	0
,	,	,	,	,	0
and	and	cc	and	and	0
displaying	displaying	vvg	displaying	display	0
their	their	po32	their	their	0
vngodly	vngodly	j	ungodly	ungodly	0
behauiour	behauiour	n1	behaviour	behaviour	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
vvhat	vvhat	r-crq	what	what	0
daunger	daunger	n1	danger	danger	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
liue	liue	vvb	live	live	0
vngodly	vngodly	j	ungodly	ungodly	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
man	man	n1	man	man	0
so	so	av	so	so	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
thatPsal	thatPsal	np1	thatPsal	thatPsal	0
.	.	.	.	.	1
91.1	91.1	crd	91.1	91.1	0
.	.	.	.	.	0
dwelleth	dwelleth	vvz	dwells	dwell	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
almighty	almighty	j-jn	almighty	almighty	0
.	.	.	.	.	1
And	And	cc	And	and	0
hauing	hauing	vhg	having	have	0
finished	finished	vvn	finished	finish	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
tooke	tooke	vvd	took	take	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
I	I	pns11	I	i	0
knevv	knevv	vvd	knew	know	0
not	not	xx	not	not	0
vnto	vnto	p-acp	unto	unto	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
so	so	av	so	so	0
vvell	vvell	av	well	well	0
offer	offer	vvi	offer	offer	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
vvorship	vvorship	vvb	worship	worship	0
,	,	,	,	,	0
vvhome	vvhome	ro-crq	whom	who	0
experience	experience	n1	experience	experience	0
hath	hath	vhz	hath	have	0
taught	taught	vvn	taught	teach	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
fauourer	fauourer	n1	favourer	favourer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
,	,	,	,	,	0
a	a	dt	a	a	0
detester	detester	n1	detester	detester	0
of	of	pp-f	of	of	0
vice	vice	n1	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
nourish	nourish	vvi	nourish	nourish	0
vertue	vertue	n1	virtue	virtue	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
brests	brests	n2	breasts	breast	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
dea	dea	fw-la	dea	dea	0
¦	¦	sy	¦	¦	0
rest	rest	n1	rest	rest	0
loue	loue	n1	love	love	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
little	little	j	little	little	0
rreatise	rreatise	n1	rreatise	rreatise	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
great	great	j	great	great	0
vvickednes	vvickednes	n1	wickedness	wickedness	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
time	time	n1	time	time	0
displayed	displayed	vvn	displayed	display	0
,	,	,	,	,	0
betweene	betweene	p-acp	between	between	0
a	a	dt	a	a	0
ver	ver	fw-la	ver	ver	0
∣	∣	sy	∣	∣	0
tuous	tuous	j	tuous	tuous	0
Gentleman	Gentleman	n1	Gentleman	gentleman	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Popish	Popish	j	Popish	popish	0
Priest	Priest	n1	Priest	priest	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shal	shal	vmb	shall	shall	0
find	find	vvi	find	find	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gentleman	Gentleman	n1	Gentleman	gentleman	0
,	,	,	,	,	0
his	his	po31	his	his	0
talke	talke	n1	talk	talk	0
and	and	cc	and	and	0
behauior	behauior	n1	behaviour	behaviour	0
bo	bo	zz	bo	bo	0
bee	bee	n1	bee	bee	0
such	such	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
example	example	n1	example	example	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
our	our	po12	our	our	0
daies	daies	n2	days	day	0
,	,	,	,	,	0
his	his	po31	his	his	0
vertuous	vertuous	j	virtuous	virtuous	0
talke	talke	n1	talk	talk	0
,	,	,	,	,	0
and	and	cc	and	and	0
strong	strong	j	strong	strong	0
persuasions	persuasions	n2	persuasions	persuasion	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
sure	sure	j	sure	sure	0
warrant	warrant	n1	warrant	warrant	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vvorde	vvorde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Popish	Popish	j	Popish	popish	0
Priests	Priests	n2	Priests	priest	0
:	:	:	:	:	0
and	and	cc	and	and	0
coue	coue	av-j	cove	cove	0
∣	∣	sy	∣	∣	0
tous	tous	fw-fr	tous	tous	0
ministers	ministers	n2	ministers	minister	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
hard	hard	j	hard	hard	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
adamant	adamant	n1	adamant	adamant	0
stone	stone	n1	stone	stone	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
yeeld	yeeld	vvi	yield	yield	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sweete	sweete	j	sweet	sweet	0
dropping	dropping	vvg	dropping	drop	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
sugred	sugred	j-vvn	sugared	sugar	0
words	words	n2	words	word	0
:	:	:	:	:	0
and	and	cc	and	and	0
contrarily	contrarily	av-jn	contrarily	contrary	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Priest	Priest	n1	Priest	priest	0
,	,	,	,	,	0
the	the	dt	the	the	0
very	very	j	very	very	0
picture	picture	n1	picture	picture	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
poysoned	poysoned	j-vvn	poisoned	poison	0
life	life	n1	life	life	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
wordes	wordes	n2	words	word	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
vanitie	vanitie	n1	vanity	vanity	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
ceeding	ceeding	vvg	ceeding	ceed	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
aboundaunce	aboundaunce	n1	abundance	abundance	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
corrupt	corrupt	j	corrupt	corrupt	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
vvould	vvould	vmd	would	will	0
not	not	xx	not	not	0
yeeld	yeeld	vvi	yield	yield	0
vnto	vnto	p-acp	unto	unto	0
any	any	d	any	any	0
persuasions	persuasions	n2	persuasions	persuasion	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
hearken	hearken	vvi	harken	hearken	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
instructions	instructions	n2	instructions	instruction	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
vvord	vvord	n1	word	word	0
wrought	wrought	vvn	wrought	wrought	0
vvith	vvith	p-acp	with	with	0
him	him	pno31	him	he	0
more	more	av-dc	more	more	0
mightily	mightily	av-j	mightily	mighty	0
,	,	,	,	,	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
length	length	n1	length	length	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
contented	contented	vvn	contented	content	0
to	to	pc-acp	to	to	0
amende	amende	vvi	amend	amend	0
his	his	po31	his	his	0
maners	maners	n2	manners	manner	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
forsake	forsake	vvi	forsake	forsake	0
three	three	crd	three	three	0
benefices	benefices	n2	benefices	benefice	0
vvhich	vvhich	r-crq	which	which	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
vnlaw	vnlaw	n1	unlaw	unlaw	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
possesse	possesse	vvb	possess	possess	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
a	a	dt	a	a	0
new	new	j	new	new	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
spende	spende	vvi	spend	spend	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
daies	daies	n2	days	day	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
seruice	seruice	n1	service	service	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
I	I	pns11	I	i	0
vvishe	vvishe	vvi	wish	wish	0
all	all	d	all	all	0
proud	proud	j	proud	proud	0
Prelates	Prelates	n2	Prelates	prelate	0
and	and	cc	and	and	0
Popish	Popish	j	Popish	popish	0
priestes	priestes	n2	priests	priest	0
,	,	,	,	,	0
vvoulde	vvoulde	vmd	would	will	0
cut	cut	vvi	cut	cut	0
their	their	po32	their	their	0
coates	coates	n2	coats	coat	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
paterne	paterne	n1	pattern	pattern	0
,	,	,	,	,	0
&	&	cc	&	and	0
learne	learne	vvb	learn	learn	0
to	to	pc-acp	to	to	0
repent	repent	vvi	repent	repent	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
example	example	n1	example	example	0
,	,	,	,	,	0
and	and	cc	and	and	0
leaue	leaue	vvi	leave	leave	0
their	their	po32	their	their	0
sinnes	sinnes	n2	sins	sin	0
in	in	p-acp	in	in	0
season	season	n1	season	season	0
,	,	,	,	,	0
lost	lost	vvn	lost	lose	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
plovved	plovved	vvn	plovved	plov	0
vvickednes	vvickednes	n1	wickedness	wickedness	0
,	,	,	,	,	0
so	so	av	so	so	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
iniquitie	iniquitie	n1	iniquity	iniquity	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
no	no	dx	no	no	0
man	man	n1	man	man	0
thinke	thinke	vvi	think	think	0
euil	euil	j-jn	evil	evil	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whishing	whishing	vvg	whishing	whish	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
vvell	vvell	av	well	well	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
vvill	vvill	vmb	will	will	0
count	count	vvi	count	count	0
him	him	pno31	him	he	0
an	an	dt	and	a	0
enemy	enemy	n1	enemy	enemy	0
,	,	,	,	,	0
that	that	cst	that	that	0
vvould	vvould	vmd	would	will	0
giue	giue	vvi	give	give	0
them	them	pno32	them	they	0
good	good	j	good	good	0
counsell	counsell	n1	counsel	counsel	0
,	,	,	,	,	0
or	or	cc	or	or	0
couer	couer	vvi	cover	cover	0
their	their	po32	their	their	0
il	il	fw-fr	il	il	0
∣	∣	sy	∣	∣	0
thinesse	thinesse	n1	thinesse	thinesse	0
with	with	p-acp	with	with	0
ig	ig	j	ig	ig	0
leaues	leaues	n2	leaves	leaf	0
of	of	pp-f	of	of	0
shamefulnesse	shamefulnesse	n1	shamefulness	shamefulness	0
,	,	,	,	,	0
or	or	cc	or	or	0
thinke	thinke	vvb	think	think	0
them	them	pno32	them	they	0
