DEare	DEare	n1	DEare	deer	0
publishing	publishing	vvg	publishing	publish	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
future	future	j-jn	future	future	0
flourish	flourish	n1	flourish	flourish	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ragged	ragged	j	ragged	ragged	0
Staffe	Staffe	n1	Staff	staff	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
hereafter	hereafter	av	hereafter	hereafter	0
about	about	p-acp	about	about	0
their	their	po32	their	their	0
eares	eares	n2	ears	ear	0
,	,	,	,	,	0
if	if	cs	if	if	0
their	their	po32	their	their	0
names	names	n2	names	name	0
should	should	vmd	should	shall	0
breake	breake	vvi	break	break	0
forth	forth	av	forth	forth	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
)	)	)	)	)	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
provide	provide	vvi	provide	provide	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
neuer	neuer	av-x	never	never	0
happen	happen	vvi	happen	happen	0
,	,	,	,	,	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
security	security	n1	security	security	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
own	own	d	own	own	0
.	.	.	.	.	1
And	And	cc	And	and	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
end	end	vvi	end	end	0
,	,	,	,	,	0
assuring	assuring	vvg	assuring	assure	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
within	within	p-acp	within	within	0
these	these	d	these	these	0
five	five	crd	five	five	0
or	or	cc	or	or	0
six	six	crd	six	six	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
in	in	p-acp	in	in	0
writing	writing	vvg	writing	write	0
by	by	p-acp	by	by	0
another	another	j-jn	another	another	0
way	way	n1	way	way	0
and	and	cc	and	and	0
secret	secret	j-jn	secret	secret	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
shall	shall	vmb	shall	shall	0
the	the	dt	the	the	0
bearer	bearer	n1	bearer	bearer	0
suspect	suspect	vvb	suspect	suspect	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
carrieth	carrieth	vvz	carrieth	carry	0
:	:	:	:	:	0
wherof	wherof	c-crq	whereof	whereof	0
also	also	av	also	also	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
good	good	j	good	good	0
to	to	p-acp	to	to	0
premonish	premonish	vvb	premonish	premonish	0
you	you	pn22	you	you	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
shall	shall	vmb	shall	shall	0
suffice	suffice	vvi	suffice	suffice	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
time	time	n1	time	time	0
.	.	.	.	.	1
