MOst	MOst	ds	MOst	most	0
,	,	,	,	,	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Worthies	Worthies	n2-jn	Worthies	worthy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
beeing	beeing	vbg	being	be	0
now	now	av	now	now	0
employed	employed	vvn	employed	employ	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
like	like	j	like	like	0
calling	calling	n-vvg	calling	call	0
and	and	cc	and	and	0
appointment	appointment	n1	appointment	appointment	0
,	,	,	,	,	0
And	And	cc	And	and	0
having	having	vhg	having	have	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
very	very	av	very	very	0
same	same	d	same	same	0
end	end	n1	end	end	0
,	,	,	,	,	0
printed	printed	vvn	printed	print	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
and	and	cc	and	and	0
published	published	vvn	published	publish	0
,	,	,	,	,	0
an	an	dt	and	a	0
order	order	n1	order	order	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
peoples	peoples	n2	peoples	people	0
,	,	,	,	,	0
nations	nations	n2	nations	nation	0
,	,	,	,	,	0
and	and	cc	and	and	0
tongues	tongues	n2	tongues	tongue	0
living	living	vvg	living	live	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Dominions	Dominions	n2	Dominions	dominion	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Soveraigne	Soveraigne	n-jn	Sovereign	sovereign	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
gave	gave	vvd	gave	give	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
understand	understand	vvi	understand	understand	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
earnestly	earnestly	av-j	earnestly	earnest	0
desired	desired	vvd	desired	desire	0
,	,	,	,	,	0
and	and	cc	and	and	0
expected	expected	vvd	expected	expect	0
that	that	cst	that	that	0
all	all	d	all	all	0
ingenious	ingenious	j	ingenious	ingenious	0
persons	persons	n2	persons	person	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
Countrey	Countrey	n1	Country	country	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
very	very	av	very	very	0
active	active	j	active	active	0
to	to	pc-acp	to	to	0
improve	improve	vvi	improve	improve	0
the	the	dt	the	the	0
present	present	j	present	present	0
opportunitie	opportunitie	n1	opportunity	opportunity	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
giving	giving	vvg	giving	give	0
a	a	dt	a	a	0
true	true	j	true	true	0
information	information	n1	information	information	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
state	state	n1	state	state	0
and	and	cc	and	and	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Parishes	Parishes	n2	Parishes	parish	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
severall	severall	j	several	several	0
Counties	Counties	n2	Counties	county	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
preaching	preaching	vvg	preaching	preach	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
In	In	p-acp	In	in	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
made	made	vvd	made	make	0
all	all	d	all	all	0
speede	speede	n1	speed	speed	0
possible	possible	j	possible	possible	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
a	a	dt	a	a	0
small	small	j	small	small	0
free-will	free-will	n1	freewill	freewill	0
offering	offering	vvg	offering	offer	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
may	may	vmb	may	may	0
somewhat	somewhat	av	somewhat	somewhat	0
conduce	conduce	vvi	conduce	conduce	0
and	and	cc	and	and	0
serve	serve	vvi	serve	serve	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
furtherance	furtherance	n1	furtherance	furtherance	0
and	and	cc	and	and	0
effecting	effecting	vvg	effecting	effect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
building	building	n1	building	building	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
parcell	parcell	n1	parcel	parcel	0
of	of	pp-f	of	of	0
Gold	Gold	n1	Gold	gold	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
ore	ore	n1	over	ore	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
already	already	av	already	already	0
judged	judged	vvn	judged	judge	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
touch	touch	n1	touch	touch	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
true	true	j	true	true	0
stone	stone	n1	stone	stone	0
of	of	pp-f	of	of	0
triall	triall	n1	trial	trial	0
,	,	,	,	,	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
purer	purer	jc	purer	pure	0
then	then	cs	then	than	0
that	that	d	that	that	0
anciently	anciently	av-j	anciently	ancient	0
so	so	av	so	so	0
much	much	av-d	much	much	0
renowned	renowned	vvn	renowned	renown	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Ophir	Ophir	np1	Ophir	Ophir	0
;	;	;	;	;	0
or	or	cc	or	or	0
that	that	cst	that	that	0
overmuch	overmuch	av	overmuch	overmuch	0
now	now	av	now	now	0
prised	prised	vvn	prised	prise	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
new	new	j	new	new	0
discovered	discovered	vvn	discovered	discover	0
world	world	n1	world	world	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
found	found	vvn	found	find	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
,	,	,	,	,	0
digging	digging	vvg	digging	dig	0
(	(	(	(	(	0
under	under	p-acp	under	under	0
hard	hard	j	hard	hard	0
Taske-masters	Taske-masters	n2	Taskmasters	taskmaster	0
and	and	cc	and	and	0
detainers	detainers	n2	detainers	detainer	0
of	of	pp-f	of	of	0
hire	hire	n1	hire	hire	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
hard	hard	j	hard	hard	0
labouring	labouring	j-vvg	labouring	labour	0
yoke-fellowes	yoke-fellowes	n2	yokefellows	yokefellow	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
five	five	crd	five	five	0
and	and	cc	and	and	0
twenty	twenty	crd	twenty	twenty	0
yeares	yeares	n2	years	year	0
past	past	j	past	past	0
,	,	,	,	,	0
have	have	vhb	have	have	0
night	night	n1	night	night	0
and	and	cc	and	and	0
day	day	n1	day	day	0
digged	digged	vvd	dug	dig	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
goldenpit	goldenpit	n1	goldenpit	goldenpit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Revelation	Revelation	n1	Revelation	revelation	0
of	of	pp-f	of	of	0
Saint	Saint	n1	Saint	saint	0
John	John	np1	John	John	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
discover	discover	vvi	discover	discover	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
rich	rich	j	rich	rich	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
mysteries	mysteries	n2	mysteries	mystery	0
hidden	hidden	vvn	hidden	hide	0
therein	therein	av	therein	therein	0
.	.	.	.	.	1
A	A	dt	A	a	0
veine	veine	n1	vein	vein	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
having	having	vhg	having	have	0
but	but	p-acp	but	but	0
lately	lately	av-j	lately	late	0
opened	opened	vvn	opened	open	0
,	,	,	,	,	0
it	it	pn31	it	it	0
gave	gave	vvd	gave	give	0
presently	presently	av-j	presently	present	0
great	great	j	great	great	0
hope	hope	n1	hope	hope	0
and	and	cc	and	and	0
assurance	assurance	n1	assurance	assurance	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
rich	rich	j	rich	rich	0
treasures	treasures	n2	treasures	treasure	0
,	,	,	,	,	0
lying	lying	vvg	lying	lie	0
yet	yet	av	yet	yet	0
further	further	av-j	further	further	0
and	and	cc	and	and	0
deeper	deeper	jc-jn	deeper	deep	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
now	now	av	now	now	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
more	more	dc	more	more	0
labour	labour	n1	labour	labour	0
be	be	vbi	be	be	0
attained	attained	vvn	attained	attain	0
unto	unto	p-acp	unto	unto	0
,	,	,	,	,	0
(	(	(	(	(	0
if	if	cs	if	if	0
the	the	dt	the	the	0
worke	worke	n1	work	work	0
be	be	vbb	be	be	0
continued	continued	vvn	continued	continue	0
,	,	,	,	,	0
and	and	cc	and	and	0
necessarie	necessarie	j	necessary	necessary	0
tooles	tooles	n2	tools	tool	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
convenient	convenient	j	convenient	convenient	0
furniture	furniture	n1	furniture	furniture	0
be	be	vbi	be	be	0
supplied	supplied	vvn	supplied	supply	0
and	and	cc	and	and	0
furnished	furnished	vvn	furnished	furnish	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
furthering	furthering	j-vvg	furthering	further	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
spirituall	spirituall	j	spiritual	spiritual	0
building	building	n1	building	building	0
,	,	,	,	,	0
the	the	dt	the	the	0
perfect	perfect	j	perfect	perfect	0
model	model	n1	model	model	0
whereof	whereof	c-crq	whereof	whereof	0
is	is	vbz	is	be	0
therein	therein	av	therein	therein	0
most	most	av-ds	most	most	0
excellently	excellently	av-j	excellently	excellent	0
set	set	vvn	set	set	0
out	out	av	out	out	0
and	and	cc	and	and	0
described	described	vvn	described	describe	0
.	.	.	.	.	1
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
therfore	therfore	av	therefore	therefore	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
humble	humble	j	humble	humble	0
dutie	dutie	n1	duty	duty	0
bound	bound	vvn	bound	bind	0
,	,	,	,	,	0
this	this	d	this	this	0
day	day	n1	day	day	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
tidings	tidings	n2	tidings	tiding	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
my	my	po11	my	my	0
peace	peace	n1	peace	peace	0
in	in	p-acp	in	in	0
concealing	concealing	vvg	concealing	conceal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
acquaint	acquaint	vvi	acquaint	acquaint	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
your	your	po22	your	your	0
honours	honours	n2	honours	honour	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
they	they	pns32	they	they	0
to	to	pc-acp	to	to	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
concernes	concernes	vvz	concerns	concern	0
now	now	av	now	now	0
most	most	av-js	most	m●st	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
presenting	presenting	vvg	presenting	present	0
herewith	herewith	av	herewith	herewith	0
a	a	dt	a	a	0
proofe	proofe	n1	proof	proof	0
therof	therof	av	thereof	thereof	0
:	:	:	:	:	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
wrapped	wrapped	vvn	wrapped	wrap	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
very	very	j	very	very	0
course	course	n1	course	course	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
borrowed	borrowed	j-vvn	borrowed	borrow	0
cloath	cloath	n1	cloth	cloth	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
contemne	contemne	vvb	contemn	contemn	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
then	then	cs	then	than	0
Christ	Christ	np1	Christ	Christ	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
two	two	crd	two	two	0
mites	mites	n2	mites	mite	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
widow	widow	n1	widow	widow	0
,	,	,	,	,	0
it	it	pn31	it	it	0
proceeding	proceeding	vvg	proceeding	proceed	0
also	also	av	also	also	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
sincere	sincere	j	sincere	sincere	0
heart	heart	n1	heart	heart	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
acceptance	acceptance	n1	acceptance	acceptance	0
therof	therof	av	thereof	thereof	0
will	will	vmb	will	will	0
sett	sett	vvi	set	set	0
many	many	d	many	many	0
more	more	dc	more	more	0
at	at	p-acp	at	at	0
work	work	n1	work	work	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
same	same	d	same	same	0
pit	pit	n1	pit	pit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
furnish	furnish	vvi	furnish	furnish	0
worke	worke	n1	work	work	0
enough	enough	av-d	enough	enough	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
and	and	cc	and	and	0
the	the	dt	the	the	0
best	best	js	best	best	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
bundance	bundance	n1	bundance	bundance	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
rich	rich	j	rich	rich	0
spiritualltrea	spiritualltrea	n1	spiritualltrea	spiritualltrea	0
sure	sure	j	sure	sure	0
,	,	,	,	,	0
necessarie	necessarie	j	necessary	necessary	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
perfecting	perfecting	j-vvg	perfecting	perfect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
foresaid	foresaid	j-vvn	foresaid	foresay	0
building	building	n1	building	building	0
.	.	.	.	.	1
It	It	pn31	It	it	0
will	will	vmb	will	will	0
very	very	av	very	very	0
much	much	av-d	much	much	0
encourage	encourage	vvi	encourage	encourage	0
my	my	po11	my	my	0
forementioned	forementioned	j	forementioned	forementioned	0
〈	〈	〈	〈	〈	0
in	in	p-acp	in	in	0
non-Latin	non-Latin	j	non-Latin	non-latin	0
alphabet	alphabet	n1	alphabet	alphabet	0
〉	〉	〉	〉	〉	0
to	to	pc-acp	to	to	0
follow	follow	vvb	follow	follow	0
hard	hard	av-j	hard	hard	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
me	me	pno11	me	i	0
returning	returning	vvg	returning	return	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
furnished	furnished	vvn	furnished	furnish	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
authenticall	authenticall	j	authentical	authentical	0
approbation	approbation	n1	approbation	approbation	0
and	and	cc	and	and	0
authorising	authorising	vvg	authorising	authorise	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
said	said	j-vvn	said	say	0
labour	labour	n1	labour	labour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
being	being	vbg	being	be	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
furnished	furnished	vvn	furnished	furnish	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
equitable	equitable	j	equitable	equitable	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
and	and	cc	and	and	0
Parliamentarie	Parliamentarie	j	Parliamentary	parliamentary	0
authority	authority	n1	authority	authority	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
lawfull	lawfull	j	lawful	lawful	0
power	power	n1	power	power	0
and	and	cc	and	and	0
necessarie	necessarie	j	necessary	necessary	0
implements	implements	n2	implements	implement	0
to	to	pc-acp	to	to	0
work	work	vvi	work	work	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
former	former	j	former	former	0
station	station	n1	station	station	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
taske	taske	n1	task	task	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
more	more	dc	more	more	0
feare	feare	n1	fear	fear	0
or	or	cc	or	or	0
danger	danger	n1	danger	danger	0
of	of	pp-f	of	of	0
interruption	interruption	n1	interruption	interruption	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
Sanballats	Sanballats	n2	Sanballats	sanballat	0
or	or	cc	or	or	0
Tobiahs	Tobiahs	njp2	Tobiah's	tobiah's	0
.	.	.	.	.	1
The	The	dt	The	the	0
which	which	r-crq	which	which	0
favour	favour	n1	favour	favour	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
shall	shall	vmb	shall	shall	0
oblige	oblige	vvi	oblige	oblige	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	1
