THE	THE	dt	THE	the	0
then	then	cs	then	than	0
that	that	d	that	that	0
:	:	:	:	:	0
The	The	dt	The	the	0
poore	poore	j	poor	poor	0
are	are	vbr	are	be	0
exceeding	exceeding	vvg	exceeding	exceed	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
wants	wants	n2	wants	want	0
exceeding	exceeding	vvg	exceeding	exceed	0
great	great	j	great	great	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
leaſt	leaſt	ds	leaſt	leaſt	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
griefes	griefes	n2	griefs	grief	0
,	,	,	,	,	0
that	that	cst	that	that	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Miniſtery	Miniſtery	n1	Ministry	ministry	0
can	can	vmb	can	can	0
doe	doe	vdi	do	do	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
;	;	;	;	;	0
we	we	pns12	we	we	0
meet	meet	vvb	meet	meet	0
them	them	pno32	them	they	0
hourly	hourly	av-j	hourly	hourly	0
,	,	,	,	,	0
and	and	cc	and	and	0
part	part	vvb	part	part	0
but	but	cc-acp	but	but	0
ſadly	ſadly	av-j	ſadly	ſad	0
;	;	;	;	;	0
they	they	pns32	they	they	0
ſighing	ſighing	vvg	ſighing	ſigh	0
becauſe	becauſe	p-acp	becauſe	becauſe	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
receive	receive	vvi	receive	receive	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
becauſe	becauſe	p-acp	becauſe	becauſe	0
we	we	pns12	we	we	0
cannot	cannot	vmbx	cannot	can	0
give	give	vvi	give	give	0
;	;	;	;	;	0
and	and	cc	and	and	0
give	give	vvb	give	give	0
we	we	pns12	we	we	0
cannot	cannot	vmbx	cannot	can	0
,	,	,	,	,	0
til	til	c-acp	till	till	0
we	we	pns12	we	we	0
receive	receive	vvb	receive	receive	0
better	better	jc	better	better	0
anſwers	anſwers	n2	anſwers	anſwer	0
then	then	cs	then	than	0
we	we	pns12	we	we	0
do	do	vdb	do	do	0
from	from	p-acp	from	from	0
more	more	dc	more	more	0
then	then	cs	then	than	0
enow	enow	av-d	enough	enough	0
:	:	:	:	:	0
We	We	pns12	We	we	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
,	,	,	,	,	0
we	we	pns12	we	we	0
cannot	cannot	vmbx	cannot	can	0
,	,	,	,	,	0
we	we	pns12	we	we	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
,	,	,	,	,	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
ſupport	ſupport	vvi	ſupport	ſupport	0
ſuch	ſuch	d	ſuch	ſuch	0
a	a	dt	a	a	0
—	—	—	—	—	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
(	(	(	(	(	0
I	I	pns11	I	i	0
confeſſe	confeſſe	vvb	confess	confess	0
)	)	)	)	)	0
well	well	av	well	well	0
read	read	vvn	read	read	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Charter	Charter	n1	Charter	charter	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
your	your	po22	your	your	0
bounds	bounds	n2	bounds	bound	0
;	;	;	;	;	0
this	this	d	this	this	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
famous	famous	j	famous	famous	0
City	City	n1	City	city	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
heretofore	heretofore	av	heretofore	heretofore	0
much	much	av-d	much	much	0
honoured	honoured	vvn	honoured	honour	0
and	and	cc	and	and	0
bleſſed	bleſſed	vvn	bleſſed	bleſ	0
both	both	d	both	both	0
by	by	p-acp	by	by	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Miniſters	Miniſters	n2	Miniſters	miniſter	0
;	;	;	;	;	0
this	this	d	this	this	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
magistrates	magistrates	n2	magistrates	magistrate	0
by	by	p-acp	by	by	0
calling	calling	n-vvg	calling	call	0
are	are	vbr	are	be	0
Heirs	Heirs	n2	Heirs	heir	0
of	of	pp-f	of	of	0
reſtraint	reſtraint	n1	reſtraint	reſtraint	0
,	,	,	,	,	0
Judg.	Judg.	np1	Judg.	Judg.	1
18.7	18.7	crd	18.7	18.7	0
.	.	.	.	.	1
Neh.	Neh.	np1	Neh.	Neh.	0
13.17	13.17	crd	13.17	13.17	0
.	.	.	.	.	1
Rev.	Rev.	n1	Rev.	rev.	0
1.20.41	1.20.41	crd	1.20.41	1.20.41	0
.	.	.	.	.	1
Prov.	Prov.	np1	Prov.	Prov.	0
29.18	29.18	crd	29.18	29.18	0
.	.	.	.	.	1
Jun.	Jun.	np1	Jun.	Jun.	0
ad	ad	fw-la	ad	ad	0
locum	locum	fw-la	locum	locum	0
,	,	,	,	,	0
&	&	cc	&	and	0
Shindler	Shindler	np1	Shindler	Shindler	0
.	.	.	.	.	1
Pentag	Pentag	np1	Pentag	Pentag	0
.	.	.	.	.	1
〈	〈	〈	〈	〈	0
in	in	p-acp	in	in	0
non-Latin	non-Latin	j	non-Latin	non-latin	0
alphabet	alphabet	n1	alphabet	alphabet	0
〉	〉	〉	〉	〉	0
(	(	(	(	(	0
ſc	ſc	fw-la	ſc	ſc	0
.	.	.	.	.	1
〈	〈	〈	〈	〈	0
in	in	p-acp	in	in	0
non-Latin	non-Latin	j	non-Latin	non-latin	0
alphabet	alphabet	n1	alphabet	alphabet	0
〉	〉	〉	〉	〉	0
,	,	,	,	,	0
&	&	cc	&	and	0
quae	quae	fw-la	quae	quae	0
ſequuntu	ſequuntu	fw-la	ſequuntu	ſequuntu	0
•	•	•	•	•	0
apud	apud	fw-la	apud	apud	0
Soph.	Soph.	np1	Soph.	Soph.	0
and	and	cc	and	and	0
that	that	d	that	that	0
ſinne	ſinne	n1	sin	sin	0
uncontrold	uncontrold	j	uncontrolled	uncontrolled	0
and	and	cc	and	and	0
unpuniſhed	unpuniſhed	j	unpuniſhed	unpuniſhed	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
ſet	ſet	vvn	ſet	ſet	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
and	and	cc	and	and	0
beaten	beaten	vvn	beaten	beat	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
backs	backs	n2	backs	back	0
;	;	;	;	;	0
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
read	read	vvn	read	read	0
,	,	,	,	,	0
that	that	cst	that	that	0
where	where	c-crq	where	where	0
viſion	viſion	n1	viſion	viſion	0
(	(	(	(	(	0
preaching	preaching	vvg	preaching	preach	0
)	)	)	)	)	0
failes	failes	vvz	fails	fail	0
,	,	,	,	,	0
the	the	dt	the	the	0
people	people	n1	people	people	0
are	are	vbr	are	be	0
naked	naked	j	naked	naked	0
,	,	,	,	,	0
or	or	cc	or	or	0
(	(	(	(	(	0
ſay	ſay	vvb	ſay	ſay	0
ſome	ſome	d	ſome	ſome	0
)	)	)	)	)	0
idle	idle	j	idle	idle	0
and	and	cc	and	and	0
uſeleſſe	uſeleſſe	j	useless	useless	0
;	;	;	;	;	0
that	that	cst	that	that	0
where	where	c-crq	where	where	0
men	men	n2	men	man	0
grow	grow	vvb	grow	grow	0
high	high	j	high	high	0
in	in	p-acp	in	in	0
ſin	ſin	n1	ſin	ſin	0
and	and	cc	and	and	0
ſcorne	ſcorne	n1	scorn	scorn	0
,	,	,	,	,	0
the	the	dt	the	the	0
City	City	n1	City	city	0
is	is	vbz	is	be	0
enſnared	enſnared	vvn	enſnared	enſnare	0
or	or	cc	or	or	0
fired	fired	vvn	fired	fire	0
,	,	,	,	,	0
Pro.	Pro.	np1	Pro.	Pro.	1
29.8	29.8	crd	29.8	29.8	0
.	.	.	.	.	0
that	that	cst	that	that	0
where	where	c-crq	where	where	0
any	any	d	any	any	0
City	City	n1	City	city	0
is	is	vbz	is	be	0
divided	divided	vvn	divided	divide	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
ſtand	ſtand	vvi	ſtand	ſtand	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
12.25	12.25	crd	12.25	12.25	0
.	.	.	.	.	1
This	This	d	This	this	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
ſure	ſure	j	ſure	ſure	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
my	my	po11	my	my	0
humble	humble	j	humble	humble	0
ſuit	ſuit	n1	ſuit	ſuit	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
tender	tender	vvb	tender	tender	0
your	your	po22	your	your	0
ſelves	ſelves	n2	ſelves	ſelve	0
,	,	,	,	,	0
your	your	po22	your	your	0
ſafety	ſafety	n1	ſafety	ſafety	0
,	,	,	,	,	0
your	your	po22	your	your	0
City	City	n1	City	city	0
,	,	,	,	,	0
your	your	po22	your	your	0
Poſterity	Poſterity	n1	Poſterity	poſterity	0
,	,	,	,	,	0
your	your	po22	your	your	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
your	your	po22	your	your	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
,	,	,	,	,	0
your	your	po22	your	your	0
All	All	d	All	all	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
your	your	po22	your	your	0
utmoſt	utmoſt	j	utmoſt	utmoſt	0
to	to	pc-acp	to	to	0
reſtraine	reſtraine	vvi	restrain	restrain	0
all	all	d	all	all	0
deſtructive	deſtructive	j	deſtructive	deſtructive	0
ways	ways	n2	ways	way	0
of	of	pp-f	of	of	0
ſinne	ſinne	n1	sin	sin	0
,	,	,	,	,	0
errour	errour	n1	error	error	0
,	,	,	,	,	0
faction	faction	n1	faction	faction	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
establiſh	establiſh	vvi	establiſh	establiſh	0
a	a	dt	a	a	0
ſetled	ſetled	j-vvn	settled	settle	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
and	and	cc	and	and	0
ſincere	ſincere	j	ſincere	ſincere	0
Religion	Religion	n1	Religion	religion	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
:	:	:	:	:	0
Oh!	Oh!	uh	Oh!	oh	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
free	free	j	free	free	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
men	men	n2	men	man	0
at	at	p-acp	at	at	0
pleaſure	pleaſure	n1	pleaſure	pleaſure	0
to	to	pc-acp	to	to	0
proclaime	proclaime	vvi	proclaim	proclaim	0
their	their	po32	their	their	0
Jubilees	Jubilees	n2	Jubilees	jubilee	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
aſſert	aſſert	vvb	aſſert	aſſert	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
print	print	vvi	print	print	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
ſeems	ſeems	vvz	ſeems	ſeem	0
good	good	j	good	good	0
to	to	p-acp	to	to	0
themſelves	themſelves	px32	themſelves	themſelves	0
,	,	,	,	,	0
&	&	cc	&	and	0
under	under	p-acp	under	under	0
colour	colour	n1	colour	colour	0
of	of	pp-f	of	of	0
Christian	Christian	njp	Christian	christian	0
liberty	liberty	n1	liberty	liberty	0
&	&	cc	&	and	0
free	free	j	free	free	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
or	or	cc	or	or	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
new	new	j	new	new	0
light	light	n1	light	light	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cry	cry	vvi	cry	cry	0
downe	downe	a-acp	down	down	0
Magistracy	Magistracy	n1	Magistracy	magistracy	0
,	,	,	,	,	0
Ministery	Ministery	n1	Ministry	ministry	0
,	,	,	,	,	0
Repentance	Repentance	n1	Repentance	repentance	0
,	,	,	,	,	0
Obedience	Obedience	np1-n	Obedience	obedience	0
,	,	,	,	,	0
ſay	ſay	vvb	ſay	ſay	0
I	I	pns11	I	i	0
?	?	?	?	?	0
nay	nay	uh-x	nay	nay	0
Scripture	Scripture	n1	Scripture	scripture	0
it	it	pn31	it	it	0
ſelfe	ſelfe	n1	self	self	0
,	,	,	,	,	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
himſelfe	himſelfe	px31	himself	himself	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Nature	Nature	n1	Nature	nature	0
and	and	cc	and	and	0
Offices	Offices	n2	Offices	office	0
.	.	.	.	.	1
My	My	po11	My	my	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
worthy	worthy	j	worthy	worthy	0
Senators	Senators	n2	Senators	senator	0
,	,	,	,	,	0
I'le	I'le	pns11|vmb	I'll	I|will	0
trouble	trouble	vvi	trouble	trouble	0
you	you	pn22	you	you	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
,	,	,	,	,	0
the	the	dt	the	the	0
reſt	reſt	n1	reſt	reſt	0
you	you	pn22	you	you	0
ſhall	ſhall	vmb	ſhall	ſhall	0
read	read	vvi	read	read	0
in	in	p-acp	in	in	0
ſilence	ſilence	n1	ſilence	ſilence	0
;	;	;	;	;	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
your	your	po22	your	your	0
Perſons	Perſons	n2	Perſons	perſon	0
,	,	,	,	,	0
your	your	po22	your	your	0
Imployments	Imployments	n2	Employments	employment	0
,	,	,	,	,	0
your	your	po22	your	your	0
honourable	honourable	j	honourable	honourable	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
your	your	po22	your	your	0
publique	publique	j	public	public	0
Concernments	Concernments	n2	Concernments	concernment	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jeſus	Jeſus	np1	Jeſus	Jeſus	0
,	,	,	,	,	0
beſeeching	beſeeching	vvg	beſeeching	beſeech	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
raiſe	raiſe	vvi	raiſe	raiſe	0
up	up	a-acp	up	up	0
ſtill	ſtill	av	ſtill	ſtill	0
amongſt	amongſt	p-acp	amongſt	amongſt	0
you	you	pn22	you	you	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
of	of	pp-f	of	of	0
Jethro's	Jethro's	n2	Jethro's	jethro	0
marke	marke	vvb	mark	mark	0
,	,	,	,	,	0
〈	〈	〈	〈	〈	0
in	in	p-acp	in	in	0
non-Latin	non-Latin	j	non-Latin	non-latin	0
alphabet	alphabet	n1	alphabet	alphabet	0
〉	〉	〉	〉	〉	0
Importes	Importes	vvz	Imports	import	0
all	all	d	all	all	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
might	might	n1	might	might	0
for	for	p-acp	for	for	0
wiſdome	wiſdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
courage	courage	n1	courage	courage	0
,	,	,	,	,	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
(	(	(	(	(	0
whether	whether	cs	whither	whether	0
for	for	p-acp	for	for	0
Theorie	Theorie	n1	Theory	theory	0
or	or	cc	or	or	0
Practice	Practice	n1	Practice	practice	0
)	)	)	)	)	0
but	but	p-acp	but	but	0
no	no	dx	no	no	0
men	men	n2	men	man	0
for	for	p-acp	for	for	0
ſelfe	ſelfe	n1	self	self	0
either	either	d	either	either	0
ends	ends	n2	ends	end	0
or	or	cc	or	or	0
turnes	turnes	n2	turns	turn	0
:	:	:	:	:	0
So	So	av	So	so	0
prayes	prayes	vvz	prays	pray	1
