WHat	WHat	q-crq	WHat	what	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
underſtood	underſtood	vvn	underſtood	underſtood	0
eſpecially	eſpecially	av-j	eſpecially	eſpecial	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
adminiſtration	adminiſtration	n1	adminiſtration	adminiſtration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sacraments	Sacraments	n2	Sacraments	sacrament	0
and	and	cc	and	and	0
diſcipline	diſcipline	n1	diſcipline	diſcipline	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
preaching	preaching	vvg	preaching	preach	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
common	common	j	common	common	0
work	work	n1	work	work	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
yet	yet	av	yet	yet	0
no	no	dx	no	no	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ſcandall	ſcandall	n1	scandal	scandal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
wherein	wherein	c-crq	wherein	wherein	0
he	he	pns31	he	he	0
lives	lives	vvz	lives	live	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
ordinarily	ordinarily	av-j	ordinarily	ordinary	0
without	without	p-acp	without	without	0
calling	calling	vvg	calling	call	0
thereunto	thereunto	av	thereunto	thereunto	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
publike	publike	j	public	public	0
way	way	n1	way	way	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
calling	calling	vvg	calling	call	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
other	other	j-jn	other	other	0
Church	Church	n1	Church	church	0
affairs	affairs	n2	affairs	affair	0
,	,	,	,	,	0
)	)	)	)	)	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
more	more	dc	more	more	0
agreeable	agreeable	j	agreeable	agreeable	0
to	to	p-acp	to	to	0
primative	primative	j	primitive	primitive	0
purity	purity	n1	purity	purity	0
;	;	;	;	;	0
we	we	pns12	we	we	0
implore	implore	vvb	implore	implore	0
your	your	po22	your	your	0
aſſiſtance	aſſiſtance	n1	aſſiſtance	aſſiſtance	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
effectually	effectually	av-j	effectually	effectual	0
obtain	obtain	vvi	obtain	obtain	0
the	the	dt	the	the	0
vigour	vigour	n1	vigour	vigour	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
our	our	po12	our	our	0
ſervice	ſervice	n1	ſervice	ſervice	0
.	.	.	.	.	1
Magiſtracy	Magiſtracy	n1	Magiſtracy	magiſtracy	0
and	and	cc	and	and	0
Miniſtry	Miniſtry	n1	Miniſtry	miniſtry	0
,	,	,	,	,	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
immediate	immediate	j	immediate	immediate	0
relatives	relatives	n2	relatives	relative	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
do	do	vdb	do	do	0
ſe	ſe	vvi	see	see	0
mutuo	mutuo	fw-la	mutuo	mutuo	0
ponere	ponere	fw-la	ponere	ponere	0
&	&	cc	&	and	0
tollere	tollere	fw-la	tollere	tollere	0
.	.	.	.	.	1
So	So	np1	So	So	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
Gods	Gods	ng1	Gods	god	0
hands	hands	n2	hands	hand	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
;	;	;	;	;	0
ſhall	ſhall	vmb	ſhall	ſhall	0
we	we	pns12	we	we	0
labour	labour	vvi	labour	labour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
his	his	po31	his	his	0
mouth	mouth	n1	mouth	mouth	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
Iſai	Iſai	np1	Iſai	Iſai	0
.	.	.	.	.	1
45.17	45.17	crd	45.17	45.17	0
..	..	..	..	..	1
To	To	p-acp	To	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
that	that	cst	that	that	0
no	no	dx	no	no	0
Councell	Councell	n1	Council	council	0
deviſed	deviſed	vvn	deviſed	deviſe	0
againſt	againſt	p-acp	againſt	againſt	0
you	you	pn22	you	you	0
,	,	,	,	,	0
ſhall	ſhall	vmb	ſhall	ſhall	0
ſtand	ſtand	vvi	ſtand	ſtand	0
,	,	,	,	,	0
ſo	ſo	av	ſo	ſo	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
make	make	vvb	make	make	0
the	the	dt	the	the	0
advancing	advancing	vvg	advancing	advance	0
of	of	pp-f	of	of	0
This	This	d	This	this	0
man	man	n1	man	man	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
,	,	,	,	,	0
your	your	po22	your	your	0
aym	aym	n1	aim	aim	0
:	:	:	:	:	0
No	No	dx	No	no	0
weapon	weapon	n1	weapon	weapon	0
framed	framed	vvn	framed	frame	0
againſt	againſt	p-acp	againſt	againſt	0
you	you	pn22	you	you	0
ſhall	ſhall	vmb	ſhall	ſhall	0
proſper	proſper	vvi	proſper	proſper	0
Iſai	Iſai	np1	Iſai	Iſai	0
.	.	.	.	.	1
9.6	9.6	crd	9.6	9.6	0
..	..	..	..	..	1
And	And	cc	And	and	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
;	;	;	;	;	0
That	That	cst	That	that	0
having	having	vhg	having	have	0
ſuch	ſuch	d	ſuch	ſuch	0
promiſes	promiſes	n2	promiſes	promiſe	0
,	,	,	,	,	0
you	you	pn22	you	you	0
faint	faint	vvb	faint	faint	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
proceed	proceed	vvb	proceed	proceed	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
finiſhing	finiſhing	vvg	finiſhing	finiſh	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
work	work	n1	work	work	0
with	with	p-acp	with	with	0
power	power	n1	power	power	0
:	:	:	:	:	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
like	like	j	like	like	0
your	your	po22	your	your	0
Maſter	Maſter	n1	Maſter	maſter	0
,	,	,	,	,	0
the	the	dt	the	the	0
great	great	j	great	great	0
and	and	cc	and	and	0
wonderfull	wonderfull	j	wonderful	wonderful	0
Councellor	Councellor	n1	Councillor	councillor	0
and	and	cc	and	and	0
Prince	Prince	n1	Prince	prince	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
Iſai	Iſai	np1	Iſai	Iſai	0
.	.	.	.	.	1
9.6	9.6	crd	9.6	9.6	0
.	.	.	.	.	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
begins	begins	vvz	begins	begin	0
,	,	,	,	,	0
does	does	vdz	does	do	0
uſe	uſe	vvi	uſe	uſe	0
alſo	alſo	av	alſo	alſo	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
an	an	dt	and	a	0
end	end	n1	end	end	0
Iſai	Iſai	np1	Iſai	Iſai	0
.	.	.	.	.	1
66.9	66.9	crd	66.9	66.9	0
.	.	.	.	.	1
:	:	:	:	:	0
That	That	cst	That	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
weary	weary	j	weary	weary	0
of	of	pp-f	of	of	0
weldoing	weldoing	n1	welldoing	welldoing	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
due	due	j-jn	due	due	0
time	time	n1	time	time	0
you	you	pn22	you	you	0
ſhall	ſhall	vmb	ſhall	ſhall	0
reap	reap	vvi	reap	reap	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
faint	faint	vvb	faint	faint	0
not	not	xx	not	not	0
Gal.	Gal.	np1	Gal.	Gal.	1
6.9	6.9	crd	6.9	6.9	0
..	..	..	..	..	1
