Most	Most	ds	Most	most	0
pours	pours	vvz	pours	pour	0
his	his	po31	his	his	0
favors	favors	n2	favors	favor	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
.	.	.	.	.	1
And	And	cc	And	and	0
here	here	av	here	here	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
rank	rank	vvi	rank	rank	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
those	those	d	those	those	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
acquaintance	acquaintance	n1	acquaintance	acquaintance	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
much	much	d	much	much	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
bless	bless	vvi	bless	bless	0
God	God	np1	God	God	0
,	,	,	,	,	0
having	having	vhg	having	have	0
received	received	vvn	received	receive	0
in	in	p-acp	in	in	0
few	few	d	few	few	0
years	years	n2	years	year	0
more	more	av-dc	more	more	0
real	real	j	real	real	0
love	love	n1	love	love	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
then	then	av	then	then	0
divers	divers	j	diverse	diverse	0
do	do	vdb	do	do	0
from	from	p-acp	from	from	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
friends	friends	n2	friends	friend	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
years	years	n2	years	year	0
:	:	:	:	:	0
Your	Your	po22	Your	your	0
hearty	hearty	j	hearty	hearty	0
kindeness	kindeness	n1	kindness	kindness	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
so	so	av	so	so	0
deep	deep	j-jn	deep	deep	0
an	an	dt	and	a	0
impression	impression	n1	impression	impression	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
satisfie	satisfie	vvi	satisfy	satisfy	0
my	my	po11	my	my	0
self	self	n1	self	self	0
without	without	p-acp	without	without	0
some	some	d	some	some	0
publike	publike	j	public	public	0
Acknowledgement	Acknowledgement	n1	Acknowledgement	acknowledgement	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
whereof	whereof	c-crq	whereof	whereof	0
so	so	av	so	so	0
many	many	d	many	many	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
witnesses	witnesses	n2	witnesses	witness	0
.	.	.	.	.	1
I	I	pns11	I	i	0
can	can	vmb	can	can	0
confidently	confidently	av-j	confidently	confident	0
(	(	(	(	(	0
and	and	cc	and	and	0
indeed	indeed	av	indeed	indeed	0
have	have	vhb	have	have	0
very	very	av	very	very	0
much	much	d	much	much	0
reason	reason	n1	reason	reason	0
)	)	)	)	)	0
speak	speak	vvb	speak	speak	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
language	language	n1	language	language	0
of	of	pp-f	of	of	0
John	John	np1	John	John	0
,	,	,	,	,	0
The	The	dt	The	the	0
Elder	Elder	n-jn	Elder	elder	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
welbeloved	welbeloved	j	well-beloved	well-beloved	0
Gaius	Gaius	np1	Gaius	Gaius	0
,	,	,	,	,	0
3	3	crd	3	3	0
Epist.	Epist.	np1	Epist.	Epist.	0
ver	ver	p-acp	for	for	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
love	love	vvb	love	love	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
:	:	:	:	:	0
far	far	av-j	far	far	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
glorying	glorying	vvg	glorying	glory	0
way	way	n1	way	way	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
complement	complement	vvi	compliment	compliment	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
expressed	expressed	vvn	expressed	express	0
so	so	av	so	so	0
much	much	d	much	much	0
affectionate	affectionate	j	affectionate	affectionate	0
reality	reality	n1	reality	reality	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
.	.	.	.	.	1
And	And	cc	And	and	0
without	without	p-acp	without	without	0
flattery	flattery	n1	flattery	flattery	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
pray	pray	vvi	pray	pray	0
,	,	,	,	,	0
Verse	Verse	vvb	Verse	verse	0
2.	2.	crd	2.	2.	1
That	That	cst	That	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
prosper	prosper	vvi	prosper	prosper	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
health	health	n1	health	health	0
,	,	,	,	,	0
even	even	av	even	even	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
soul	soul	n1	soul	soul	0
prospers	prospers	vvz	prospers	prosper	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
rich	rich	j	rich	rich	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Verse	Verse	n1	Verse	verse	0
3.	3.	crd	3.	3.	1
Non	Non	fw-fr	Non	non	0
vis	vis	fw-fr	vis	vis	0
errare	errare	fw-la	errare	errare	0
?	?	?	?	?	0
ego	ego	fw-la	ego	ego	0
sum	sum	fw-la	sum	sum	0
via	via	fw-la	via	via	0
;	;	;	;	;	0
non	non	fw-fr	non	non	0
vis	vis	fw-fr	vis	vis	0
falli	falli	fw-la	falli	falli	0
?	?	?	?	?	0
ego	ego	fw-la	ego	ego	0
sum	sum	fw-la	sum	sum	0
veritas	veritas	fw-la	veritas	veritas	0
;	;	;	;	;	0
non	non	fw-fr	non	non	0
vis	vis	fw-fr	vis	vis	0
mori	mori	fw-la	mori	mori	0
?	?	?	?	?	0
ego	ego	fw-la	ego	ego	0
sum	sum	fw-la	sum	sum	0
vita	vita	fw-la	vita	vita	0
;	;	;	;	;	0
non	non	fw-la	non	non	0
habes	habes	fw-la	habes	habes	0
quā	quā	fw-la	quā	quam	0
eas	eas	fw-la	eas	eas	0
nisi	nisi	fw-la	nisi	nisi	0
per	per	fw-la	per	per	0
Christum	Christum	np1	Christum	Christum	0
;	;	;	;	;	0
non	non	fw-fr	non	non	0
habes	habes	fw-la	habes	habes	0
quò	quò	fw-la	quò	quò	0
eas	eas	fw-la	eas	eas	0
nisi	nisi	fw-la	nisi	nisi	0
ad	ad	fw-la	ad	ad	0
Christum	Christum	np1	Christum	Christum	0
.	.	.	.	.	1
Pray	Pray	uh-v	Pray	pray	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
adde	adde	vvi	add	add	0
this	this	d	this	this	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
thankfulness	thankfulness	n1	thankfulness	thankfulness	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
(	(	(	(	(	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
return	return	n1	return	return	0
of	of	pp-f	of	of	0
weak	weak	j	weak	weak	0
Prayers	Prayers	n2	Prayers	prayer	0
)	)	)	)	)	0
I	I	pns11	I	i	0
rejoyce	rejoyce	vvb	rejoice	rejoice	0
greatly	greatly	av-j	greatly	great	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
so	so	av	so	so	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
deserving	deserving	j-vvg	deserving	deserve	0
Brethren	Brethren	n2	Brothers	brethren	0
testifie	testifie	vvi	testify	testify	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
tongue	tongue	n1	tongue	tongue	0
or	or	cc	or	or	0
outside	outside	av-an	outside	outside	0
profession	profession	n1	profession	profession	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
walk	walk	vvb	walk	walk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
making	making	vvg	making	make	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
your	your	po22	your	your	0
path	path	n1	path	path	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
leads	leads	vvz	leads	lead	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Way	Way	n1	Way	way	0
,	,	,	,	,	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
life	life	n1	life	life	0
,	,	,	,	,	0
Joh.	Joh.	np1	Joh.	Joh.	1
14.6	14.6	crd	14.6	14.6	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
(	(	(	(	(	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
goodness	goodness	n1	goodness	goodness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
God	God	n1	God	god	0
)	)	)	)	)	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
occasion	occasion	n1	occasion	occasion	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
time	time	n1	time	time	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
always	always	av	always	always	0
the	the	dt	the	the	0
best	best	js	best	best	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
rejoyce	rejoyce	vvi	rejoice	rejoice	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
John	John	np1	John	John	0
also	also	av	also	also	0
did	did	vdd	did	do	0
,	,	,	,	,	0
that	that	cst	that	that	0
yours	yours	po22	yours	your	0
walk	walk	n1	walk	walk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
your	your	po22	your	your	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
dear	dear	j-jn	dear	dear	0
and	and	cc	and	and	0
gracious	gracious	j	gracious	gracious	0
Consorts	Consorts	n2	Consorts	consort	0
,	,	,	,	,	0
puts	puts	vvz	puts	put	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
stronger	stronger	jc	stronger	strong	0
obligation	obligation	n1	obligation	obligation	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
personal	personal	j	personal	personal	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
former	former	j	former	former	0
health	health	n1	health	health	0
and	and	cc	and	and	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
present	present	j	present	present	0
sickness	sickness	n1	sickness	sickness	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
indeed	indeed	av	indeed	indeed	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
dear	dear	j-jn	dear	dear	0
Mother	Mother	n1	Mother	mother	0
,	,	,	,	,	0
the	the	dt	the	the	0
University	University	n1	University	university	0
of	of	pp-f	of	of	0
Cambridge	Cambridge	np1	Cambridge	Cambridge	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
ever	ever	av	ever	ever	0
love	love	vvi	love	love	0
and	and	cc	and	and	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
welfare	welfare	n1	welfare	welfare	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Sphaere	Sphaere	n1	Sphere	sphere	0
)	)	)	)	)	0
most	most	av-ds	most	most	0
happily	happily	av-j	happily	happy	0
promoted	promoted	vvn	promoted	promote	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
laborious	laborious	j	laborious	laborious	0
and	and	cc	and	and	0
bountiful	bountiful	j	bountiful	bountiful	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
stands	stands	vvz	stands	stand	0
upon	upon	p-acp	upon	upon	0
Record	Record	n1	Record	record	0
with	with	p-acp	with	with	0
thankful	thankful	j	thankful	thankful	0
Acknowledgement	Acknowledgement	n1	Acknowledgement	acknowledgement	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Go	Go	vvb	Go	go	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
beloved	beloved	j-vvn	beloved	belove	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
love	love	vvi	love	love	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
himself	himself	px31	himself	himself	0
;	;	;	;	;	0
love	love	vvb	love	love	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Saints	Saints	n2	Saints	saint	0
;	;	;	;	;	0
value	value	vvb	valve	value	0
all	all	d	all	all	0
the	the	dt	the	the	0
outward	outward	j	outward	outward	0
comforts	comforts	n2	comforts	comfort	0
with	with	p-acp	with	with	0
reference	reference	n1	reference	reference	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
:	:	:	:	:	0
Ride	Ride	vvb	Ride	ride	0
on	on	a-acp	on	on	0
prosperously	prosperously	av-j	prosperously	prosperous	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Zeal	Zeal	n1	Zeal	zeal	0
for	for	p-acp	for	for	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
meekness	meekness	n1	meekness	meekness	0
and	and	cc	and	and	0
moderation	moderation	n1	moderation	moderation	0
of	of	pp-f	of	of	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Scripture	Scripture	n1	Scripture	scripture	0
expression	expression	n1	expression	expression	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
many	many	d	many	many	0
(	(	(	(	(	0
great	great	j	great	great	0
pretenders	pretenders	n2	pretenders	pretender	0
to	to	p-acp	to	to	0
Reformation	Reformation	n1	Reformation	reformation	0
)	)	)	)	)	0
look	look	vvb	look	look	0
too	too	av	too	too	0
too	too	av	too	too	0
much	much	av-d	much	much	0
like	like	av-j	like	like	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
acted	acted	vvn	acted	act	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Diabolical	Diabolical	j	Diabolical	diabolical	0
Spirit	Spirit	n1	Spirit	spirit	0
therein	therein	av	therein	therein	0
:	:	:	:	:	0
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
multiply	multiply	vvb	multiply	multiply	0
his	his	po31	his	his	0
Graces	Graces	n2	Graces	grace	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Blessings	Blessings	n2	Blessings	blessing	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
all	all	d	all	all	0
.	.	.	.	.	1
Accept	Accept	vvb	Accept	accept	0
this	this	d	this	this	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
From	From	p-acp	From	from	0
your	your	po22	your	your	0
own	own	d	own	own	0
house	house	n1	house	house	0
in	in	p-acp	in	in	0
Westminster	Westminster	np1	Westminster	Westminster	0
,	,	,	,	,	0
Apr.	Apr.	np1	Apr.	Apr.	1
28	28	crd	28	28	0
,	,	,	,	,	0
1648.	1648.	crd	1648.	1648.	1
