SIR	SIR	n1	SIR	sir	0
noblenesse	noblenesse	n1	nobleness	nobleness	0
as	as	c-acp	as	as	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
accepteth	accepteth	vvz	accepteth	accept	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
a	a	dt	a	a	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
expecteth	expecteth	vvz	expecteth	expect	0
not	not	xx	not	not	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
.	.	.	.	.	1
Mine	Mine	np1	Mine	Mine	0
addresse	addresse	vvi	address	address	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kinde	kinde	n1	kind	kind	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Self	Self	n1	Self	self	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
go	go	vvi	go	go	0
about	about	a-acp	about	about	0
to	to	pc-acp	to	to	0
excuse	excuse	vvi	excuse	excuse	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
must	must	vmb	must	must	0
rather	rather	av-c	rather	rather	0
justifie	justifie	vvi	justify	justify	0
,	,	,	,	,	0
and	and	cc	and	and	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
bee	bee	vbi	be	be	0
exceeding	exceeding	vvg	exceeding	exceed	0
bold	bold	j	bold	bold	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
to	to	p-acp	to	to	0
mee	mee	pno11	me	i	0
it	it	pn31	it	it	0
seems	seems	vvz	seems	seem	0
exceeding	exceeding	vvg	exceeding	exceed	0
reasonable	reasonable	j	reasonable	reasonable	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
should	should	vmd	should	shall	0
a	a	dt	a	a	0
Staffordshire	Staffordshire	np1	Staffordshire	Staffordshire	0
student	student	n1	student	student	0
devote	devote	vvb	devote	devote	0
his	his	po31	his	his	0
studies	studies	n2	studies	study	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
Staffordshire	Staffordshire	np1	Staffordshire	Staffordshire	0
?	?	?	?	?	0
and	and	cc	and	and	0
whither	whither	q-crq	whither	whither	0
should	should	vmd	should	shall	0
a	a	dt	a	a	0
Treatise	Treatise	n1	Treatise	treatise	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Gospels	Gospels	ng1	Gospels	gospel	0
refuge	refuge	n1	refuge	refuge	0
for	for	p-acp	for	for	0
patronage	patronage	n1	patronage	patronage	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
Patron	Patron	n1	Patron	patron	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
?	?	?	?	?	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
unsufficiency	unsufficiency	n1	unsufficiency	unsufficiency	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
a	a	dt	a	a	0
work	work	n1	work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
conscious	conscious	j	conscious	conscious	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
self	self	n1	self	self	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
many	many	d	many	many	0
failings	failings	n2-vvg	failings	failing	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
managing	managing	n-vvg	managing	manage	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
could	could	vmd	could	can	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
undertake	undertake	vvi	undertake	undertake	0
it	it	pn31	it	it	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
profit	profit	n1	profit	profit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
could	could	vmd	could	can	0
I	I	pns11	I	i	0
but	but	cc-acp	but	but	0
addresse	addresse	vvi	address	address	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
Patron	Patron	n1	Patron	patron	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
intertainment	intertainment	n1	entertainment	entertainment	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Excellency	Excellency	n1	Excellency	excellency	0
.	.	.	.	.	1
The	The	dt	The	the	0
Harmony	Harmony	n1	Harmony	harmony	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Evangelists	Evangelists	n2	Evangelists	evangelist	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
English	English	jp	English	english	0
tongue	tongue	n1	tongue	tongue	0
is	is	vbz	is	be	0
rare	rare	j	rare	rare	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
proofe	proofe	n1	proof	proof	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
story	story	n1	story	story	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
illustration	illustration	n1	illustration	illustration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
and	and	cc	and	and	0
Language	Language	n1	Language	language	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
nature	nature	n1	nature	nature	0
doth	doth	vdz	does	do	0
require	require	vvi	require	require	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
tongues	tongues	n2	tongues	tongue	0
.	.	.	.	.	1
Mine	Mine	np1	Mine	Mine	0
own	own	d	own	own	0
heart	heart	n1	heart	heart	0
did	did	vdd	did	do	0
tell	tell	vvi	tell	tell	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
was	was	vbds	was	be	0
most	most	av-ds	most	most	0
unfit	unfit	j	unfit	unfit	0
and	and	cc	and	and	0
unable	unable	j-u	unable	able	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
an	an	dt	and	a	0
undertaking	undertaking	n-vvg	undertaking	undertake	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
means	means	n2	means	mean	0
,	,	,	,	,	0
and	and	cc	and	and	0
opportunity	opportunity	n1	opportunity	opportunity	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
could	could	vmd	could	can	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
desist	desist	vvi	desist	desist	0
from	from	p-acp	from	from	0
such	such	d	such	such	0
an	an	dt	and	a	0
attempt	attempt	n1	attempt	attempt	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
try	try	vvi	try	try	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
do	do	vdi	do	do	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
,	,	,	,	,	0
partly	partly	av	partly	partly	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
bring	bring	vvi	bring	bring	0
something	something	pi	something	something	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
building	building	n-vvg	building	build	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Tabernacle	Tabernacle	n1	Tabernacle	tabernacle	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
never	never	av	never	never	0
so	so	av	so	so	0
small	small	j	small	small	0
,	,	,	,	,	0
and	and	cc	and	and	0
chiefely	chiefely	av-jn	chiefly	chief	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
stir	stir	vvi	stir	stir	0
up	up	a-acp	up	up	0
some	some	d	some	some	0
pen	pen	n1	pen	pen	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
ability	ability	n1	ability	ability	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
brave	brave	j	brave	brave	0
import	import	n1	import	import	0
.	.	.	.	.	1
An	An	dt	And	a	0
assay	assay	n1	assay	assay	0
and	and	cc	and	and	0
tryall	tryall	n1	trial	trial	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
progresse	progresse	n1	progress	progress	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
an	an	dt	and	a	0
undertaking	undertaking	n-vvg	undertaking	undertake	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
here	here	av	here	here	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
lay	lay	vvd	lay	lie	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
Excellencies	Excellencies	ng1	Excellencies	excellency	0
feet	feet	n2	feet	foot	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
Oblation	Oblation	n1	Oblation	oblation	0
tendered	tendered	vvd	tendered	tender	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
noblenesse	noblenesse	n1	nobleness	nobleness	0
this	this	d	this	this	0
once	once	a-acp	once	once	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
earnest	earnest	n1	earnest	earnest	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
future	future	j-jn	future	future	0
tribute	tribute	n1	tribute	tribute	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
work	work	n1	work	work	0
bee	bee	vbi	be	be	0
finished	finished	vvn	finished	finish	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Harmony	Harmony	n1	Harmony	harmony	0
compleated	compleated	vvd	completed	complete	0
,	,	,	,	,	0
if	if	cs	if	if	0
God	God	np1	God	God	0
vouchsafe	vouchsafe	vvb	vouchsafe	vouchsafe	0
health	health	n1	health	health	0
,	,	,	,	,	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
and	and	cc	and	and	0
opportunity	opportunity	n1	opportunity	opportunity	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Excellency	Excellency	n1	Excellency	excellency	0
acceptance	acceptance	n1	acceptance	acceptance	0
,	,	,	,	,	0
countenance	countenance	n1	countenance	countenance	0
,	,	,	,	,	0
and	and	cc	and	and	0
incouragement	incouragement	n1	encouragement	encouragement	0
:	:	:	:	:	0
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
workman	workman	n1	workman	workman	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
workmanship	workmanship	n1	workmanship	workmanship	0
,	,	,	,	,	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
ground	ground	vvi	ground	ground	0
any	any	d	any	any	0
hope	hope	n1	hope	hope	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
such	such	d	such	such	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
enough	enough	av-d	enough	enough	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
own	own	d	own	own	0
known	known	j-vvn	known	know	0
worth	worth	n1	worth	worth	0
,	,	,	,	,	0
goodnesse	goodnesse	n1	goodness	goodness	0
,	,	,	,	,	0
and	and	cc	and	and	0
noble	noble	j	noble	noble	0
disposition	disposition	n1	disposition	disposition	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
me	me	pno11	me	i	0
confident	confident	j	confident	confident	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
onely	onely	j	only	only	0
not	not	xx	not	not	0
reject	reject	vvi	reject	reject	0
the	the	dt	the	the	0
work	work	n1	work	work	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
also	also	av	also	also	0
accept	accept	vvi	accept	accept	0
the	the	dt	the	the	0
workman	workman	n1	workman	workman	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
workes	workes	n2	works	work	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
subject	subject	n-jn	subject	subject	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Evangelists	Evangelists	n2	Evangelists	evangelist	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
now	now	av	now	now	0
become	become	vvn	become	become	0
your	your	po22	your	your	0
honourable	honourable	j	honourable	honourable	0
profession	profession	n1	profession	profession	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
the	the	dt	the	the	0
Champion	Champion	n1	Champion	champion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
installed	installed	vvn	installed	install	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
Order	Order	n1	Order	order	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Constantine	Constantine	np1	Constantine	Constantine	0
,	,	,	,	,	0
a	a	dt	a	a	0
Sweden	Sweden	np1	Sweden	Sweden	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
Essex	Essex	np1	Essex	Essex	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
Histories	Histories	n2	Histories	history	0
can	can	vmb	can	can	0
adde	adde	vvi	add	add	0
a	a	dt	a	a	0
fourth	fourth	ord	fourth	four	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
Evangelicall	Evangelicall	np1	Evangelicall	Evangelicall	0
Knight	Knight	n1	Knight	knight	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Knight	Knight	n1	Knight	knight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
.	.	.	.	.	1
How	How	c-crq	How	how	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
honoured	honoured	vvn	honoured	honour	0
this	this	d	this	this	0
your	your	po22	your	your	0
Order	Order	n1	Order	order	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
great	great	j	great	great	0
atchievements	atchievements	n2	achievements	achievement	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
great	great	j	great	great	0
trust	trust	n1	trust	trust	0
reposed	reposed	vvn	reposed	repose	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
met	met	vvn	met	meet	0
with	with	p-acp	with	with	0
as	as	p-acp	as	as	0
great	great	j	great	great	0
trustinesse	trustinesse	n1	trustiness	trustiness	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
happinesse	happinesse	n1	happiness	happiness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
tryed	tryed	vvn	tried	try	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
remember	remember	vvi	remember	remember	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
bee	bee	vbi	be	be	0
the	the	dt	the	the	0
rejoycing	rejoycing	vvg	rejoicing	rejoice	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
poore	poore	j	poor	poor	0
suppliant	suppliant	j-jn	suppliant	suppliant	0
to	to	pc-acp	to	to	0
thinke	thinke	vvi	think	think	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
to	to	pc-acp	to	to	0
deale	deale	vvi	deal	deal	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
constant	constant	j	constant	constant	0
worthinesse	worthinesse	n1	worthiness	worthiness	0
,	,	,	,	,	0
noblenesse	noblenesse	n1	nobleness	nobleness	0
,	,	,	,	,	0
and	and	cc	and	and	0
candor	candor	n1	candor	candour	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
great	great	j	great	great	0
piety	piety	n1	piety	piety	0
,	,	,	,	,	0
zeale	zeale	n1	zeal	zeal	0
,	,	,	,	,	0
religiousnes	religiousnes	n1	religiousness	religiousness	0
,	,	,	,	,	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
much	much	d	much	much	0
accomplishment	accomplishment	n1	accomplishment	accomplishment	0
,	,	,	,	,	0
excellency	excellency	n1	excellency	excellency	0
,	,	,	,	,	0
and	and	cc	and	and	0
splendor	splendor	n1	splendour	splendour	0
,	,	,	,	,	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
promise	promise	vvi	promise	promise	0
a	a	dt	a	a	0
comfortable	comfortable	j	comfortable	comfortable	0
accesse	accesse	n1	access	access	0
,	,	,	,	,	0
a	a	dt	a	a	0
cheerfull	cheerfull	j	cheerful	cheerful	0
entertainment	entertainment	n1	entertainment	entertainment	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
desired	desired	j-vvn	desired	desire	0
issue	issue	n1	issue	issue	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
more	more	dc	more	more	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
[	[	[	[	[	0
for	for	c-acp	for	for	0
short	short	j	short	short	0
speech	speech	n1	speech	speech	0
best	best	av-js	best	best	0
agreeth	agreeth	vvz	agreeth	agree	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
great	great	j	great	great	0
imployments	imployments	n2	employments	employment	0
]	]	]	]	]	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
this	this	d	this	this	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
beg	beg	vvi	beg	beg	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Excellency	Excellency	n1	Excellency	excellency	0
,	,	,	,	,	0
that	that	cst	that	that	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
serious	serious	j	serious	serious	0
cares	cares	n2	cares	care	0
and	and	cc	and	and	0
thoughts	thoughts	n2	thoughts	thought	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
noble	noble	j	noble	noble	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
remember	remember	vvi	remember	remember	0
our	our	po12	our	our	0
poore	poore	j	poor	poor	0
wrong'd	wrong'd	j-vvn	wronged	wrong	0
Staffordshire	Staffordshire	np1	Staffordshire	Staffordshire	0
for	for	p-acp	for	for	0
good	good	j	good	good	0
:	:	:	:	:	0
and	and	cc	and	and	0
labour	labour	vvi	labour	labour	0
her	her	po31	her	her	0
delivery	delivery	n1	delivery	delivery	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
from	from	p-acp	from	from	0
her	her	po31	her	her	0
open	open	j	open	open	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
from	from	p-acp	from	from	0
her	her	po31	her	her	0
seeming	seeming	j-vvg	seeming	seem	0
friends	friends	n2	friends	friend	0
which	which	r-crq	which	which	0
do	do	vdb	do	do	0
worse	worse	av-jc	worse	worse	0
devour	devour	vvi	devour	devour	0
her	her	pno31	her	she	0
.	.	.	.	.	1
And	And	cc	And	and	0
