THAT	THAT	cst	THAT	that	0
overthrow	overthrow	vvi	overthrow	overthrow	0
all	all	d	all	all	0
true	true	j	true	true	0
Christian	Christian	njp	Christian	christian	0
Faith	Faith	n1	Faith	faith	0
and	and	cc	and	and	0
Religion	Religion	n1	Religion	religion	0
:	:	:	:	:	0
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Reply	Reply	n1	Reply	reply	0
is	is	vbz	is	be	0
clearely	clearely	av-j	clearly	clear	0
proved	proved	vvn	proved	prove	0
,	,	,	,	,	0
that	that	cst	that	that	0
Prelaticall	Prelaticall	j	Prelatical	prelatical	0
Government	Government	n1	Government	government	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Hierarchy	Hierarchy	n1	Hierarchy	hierarchy	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
it	it	pn31	it	it	0
)	)	)	)	)	0
is	is	vbz	is	be	0
meere	meere	j	mere	mere	0
Antichristianisme	Antichristianisme	np1	Antichristianisme	Antichristianisme	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
very	very	j	very	very	0
Mistery	Mistery	n1	Mystery	mystery	0
of	of	pp-f	of	of	0
Iniquity	Iniquity	n1	Iniquity	iniquity	0
,	,	,	,	,	0
branded	branded	vvn	branded	brand	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
and	and	cc	and	and	0
expresly	expresly	av-j	expressly	express	0
forbidden	forbidden	vvn	forbidden	forbid	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
himselfe	himselfe	px31	himself	himself	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Successors	Successors	n2	Successors	successor	0
the	the	dt	the	the	0
Prelates	Prelates	n2	Prelates	prelate	0
falsely	falsely	av-j	falsely	false	0
pretend	pretend	vvb	pretend	pretend	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
all	all	d	all	all	0
Prelates	Prelates	n2	Prelates	prelate	0
,	,	,	,	,	0
even	even	av	even	even	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
Prelates	Prelates	n2	Prelates	prelate	0
,	,	,	,	,	0
are	are	vbr	are	be	0
both	both	d	both	both	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Profession	Profession	n1	Profession	profession	0
and	and	cc	and	and	0
Practise	Practise	n1	practice	practice	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	d	many	many	0
Anti	Anti	fw-la	Anti	anti	0
•	•	•	•	•	0
hrists	hrists	n2	hrists	hrist	0
,	,	,	,	,	0
adversaries	adversaries	n2	adversaries	adversary	0
to	to	p-acp	to	to	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Great	Great	j	Great	great	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
)	)	)	)	)	0
sit	sit	vvb	fit	sit	0
as	as	p-acp	as	as	0
Gods	Gods	n2	Gods	god	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
Lording	Lording	vvg	Lording	lord	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
Soule	Soule	n1	Soul	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
Conscience	Conscience	n1	Conscience	conscience	0
of	of	pp-f	of	of	0
GODS	GODS	npg1	GODS	God	0
People	People	n1	People	people	0
,	,	,	,	,	0
thrusting	thrusting	vvg	thrusting	thrust	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Throne	Throne	n1	Throne	throne	0
:	:	:	:	:	0
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
notwithstanding	notwithstanding	p-acp	notwithstanding	notwithstanding	0
the	the	dt	the	the	0
manifest	manifest	j	manifest	manifest	0
truth	truth	n1	truth	truth	0
hereof	hereof	av	hereof	hereof	0
confirmed	confirmed	vvn	confirmed	confirm	0
by	by	p-acp	by	by	0
most	most	ds	most	most	0
cleare	cleare	j	clear	clear	0
Testimony	Testimony	n1	Testimony	testimony	0
,	,	,	,	,	0
and	and	cc	and	and	0
undeniable	undeniable	j	undeniable	undeniable	0
Proofes	Proofes	n2	Proofs	proof	0
of	of	pp-f	of	of	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
the	the	dt	the	the	0
Relator	Relator	n1	Relator	relater	0
,	,	,	,	,	0
or	or	cc	or	or	0
Prelate	Prelate	n1	Prelate	prelate	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
said	said	j-vvn	said	say	0
Relation	Relation	n1	Relation	relation	0
uttered	uttered	vvd	uttered	utter	0
sundry	sundry	j	sundry	sundry	0
blasphemous	blasphemous	j	blasphemous	blasphemous	0
Speeches	Speeches	n2	Speeches	speech	0
,	,	,	,	,	0
belying	belying	vvg	belying	belie	0
the	the	dt	the	the	0
Wisedome	Wisedome	n1	Wisdom	wisdom	0
,	,	,	,	,	0
Counsell	Counsell	n1	Counsel	counsel	0
,	,	,	,	,	0
and	and	cc	and	and	0
Providence	Providence	n1	Providence	providence	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
making	making	vvg	making	make	0
Him	Him	pno31	Him	he	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
and	and	cc	and	and	0
Ordainer	Ordainer	n1	Ordainer	ordainer	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
Hierarchicall	Hierarchicall	j	Hierarchical	hierarchical	0
Government	Government	n1	Government	government	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
Father	Father	n1	Father	father	0
upon	upon	p-acp	upon	upon	0
GOD	GOD	np1	GOD	God	0
and	and	cc	and	and	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
,	,	,	,	,	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
notorious	notorious	j	notorious	notorious	0
Lye	Lye	n1	Lie	lie	0
and	and	cc	and	and	0
Falshood	Falshood	n1	Falsehood	falsehood	0
;	;	;	;	;	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
addes	addes	vvz	adds	add	0
withall	withall	av	withal	withal	0
a	a	dt	a	a	0
blasphemous	blasphemous	j	blasphemous	blasphemous	0
New	New	j	New	new	0
Article	Article	n1	Article	article	0
of	of	pp-f	of	of	0
Belief	Belief	n1	Belief	belief	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
:	:	:	:	:	0
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
is	is	vbz	is	be	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Ages	Ages	n2	Ages	age	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
Sound	Sound	n1	Found	sound	0
and	and	cc	and	and	0
Orthodox	Orthodox	n1	Orthodox	orthodox	0
Divines	Divines	vvz	Divines	divine	0
,	,	,	,	,	0
both	both	d	both	both	0
Ancient	Ancient	j	Ancient	ancient	0
and	and	cc	and	and	0
Moderne	Moderne	j	Modern	modern	0
,	,	,	,	,	0
both	both	d	both	both	0
Forraigne	Forraigne	j	Foreign	foreign	0
and	and	cc	and	and	0
Domestick	Domestick	j-jn	Domestic	domestic	0
,	,	,	,	,	0
universally	universally	av-j	universally	universal	0
received	received	vvn	received	receive	0
,	,	,	,	,	0
held	held	vvn	held	hold	0
,	,	,	,	,	0
and	and	cc	and	and	0
constantly	constantly	av-j	constantly	constant	0
beleeved	beleeved	vvn	believed	believe	0
and	and	cc	and	and	0
maintained	maintained	vvn	maintained	maintain	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Onely	Onely	av-j	Only	only	0
Rule	Rule	n1	Rule	rule	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
and	and	cc	and	and	0
Iudge	Iudge	n1	Judge	judge	0
of	of	pp-f	of	of	0
Controversies	Controversies	n2	Controversies	controversy	0
in	in	p-acp	in	in	0
Divinity	Divinity	n1	Divinity	divinity	0
,	,	,	,	,	0
and	and	cc	and	and	0
alone	alone	av-j	alone	alone	0
Selfe-sufficient	Selfe-sufficient	j	Self-sufficient	self-sufficient	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
Testimony	Testimony	n1	Testimony	testimony	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
undoubted	undoubted	j	undoubted	undoubted	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Reply	Reply	n1	Reply	reply	0
also	also	av	also	also	0
is	is	vbz	is	be	0
fully	fully	av-j	fully	full	0
prooved	prooved	vvn	proved	prove	0
:	:	:	:	:	0
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
the	the	dt	the	the	0
Relator	Relator	n1	Relator	relater	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
hath	hath	vhz	hath	have	0
loded	loded	vvd	loaded	load	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
intollerable	intollerable	j	intolerable	intolerable	0
repr	repr	n-jn	repr	repr	0
•	•	•	•	•	0
ohes	ohes	n2	ohes	ohe	0
,	,	,	,	,	0
and	and	cc	and	and	0
blasphemous	blasphemous	j	blasphemous	blasphemous	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
disgrace	disgrace	n1	disgrace	disgrace	0
,	,	,	,	,	0
censuring	censuring	vvg	censuring	censure	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
insufficient	insufficient	j	insufficient	insufficient	0
witnesse	witnesse	n1	witness	witness	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
incompetent	incompetent	j	incompetent	incompetent	0
Iudge	Iudge	n1	Judge	judge	0
of	of	pp-f	of	of	0
Controversies	Controversies	n2	Controversies	controversy	0
in	in	p-acp	in	in	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
both	both	av-d	both	both	0
a	a	dt	a	a	0
blinde	blinde	j	blind	blind	0
,	,	,	,	,	0
dumbe	dumbe	j	dumb	dumb	0
,	,	,	,	,	0
and	and	cc	and	and	0
dead	dead	j	dead	dead	0
Judge	Judge	n1	Judge	judge	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
no	no	dx	no	no	0
light	light	n1	light	light	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Candle	Candle	n1	Candle	candle	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
box	box	n1	box	box	0
without	without	p-acp	without	without	0
light	light	n1	light	light	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
,	,	,	,	,	0
Tradition	Tradition	n1	Tradition	tradition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
present	present	j	present	present	0
Church	Church	n1	Church	church	0
doe	doe	vdb	do	do	0
light	light	vvi	light	light	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
like	like	j	like	like	0
,	,	,	,	,	0
the	the	dt	the	the	0
very	very	j	very	very	0
ground	ground	n1	ground	ground	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Infidelity	Infidelity	n1	Infidelity	infidelity	0
and	and	cc	and	and	0
Apostacie	Apostacie	n1	Apostasy	apostasy	0
.	.	.	.	.	1
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
notwithstanding	notwithstanding	p-acp	notwithstanding	notwithstanding	0
all	all	d	all	all	0
such	such	d	such	such	0
his	his	po31	his	his	0
blasphemies	blasphemies	n2	blasphemies	blasphemy	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
stuffed	stuffed	vvn	stuffed	stuff	0
some	some	d	some	some	0
30	30	crd	30	30	0
leaves	leaves	n2	leaves	leaf	0
in	in	p-acp	in	in	0
Follio	Follio	np1	Follio	Follio	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
many	many	d	many	many	0
other	other	n-jn	other	other	0
the	the	dt	the	the	0
like	like	j	like	like	0
,	,	,	,	,	0
scattered	scattered	vvn	scattered	scatter	0
all	all	d	all	all	0
along	along	p-acp	along	along	0
his	his	po31	his	his	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
he	he	pns31	he	he	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
Relator	Relator	n1	Relator	relater	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
grosse	grosse	j	gross	gross	0
hypocrisie	hypocrisie	n1	hypocrisy	hypocrisy	0
addeth	addeth	vvz	adds	add	0
this	this	d	this	this	0
proud	proud	j	proud	proud	0
Blasphemy	Blasphemy	n1	Blasphemy	blasphemy	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
That	That	cst	That	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
all	all	d	all	all	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
ascribed	ascribed	vvn	ascribed	ascribe	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
Sufficiencie	Sufficiencie	n1	Sufficiency	sufficiency	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
enough	enough	av-d	enough	enough	0
:	:	:	:	:	0
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
also	also	av	also	also	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
appeareth	appeareth	vvz	appears	appear	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Reply	Reply	n1	Reply	reply	0
)	)	)	)	)	0
the	the	dt	the	the	0
Relator	Relator	n1	Relator	relater	0
belyes	belyes	vvz	belies	belie	0
and	and	cc	and	and	0
blasphemes	blasphemes	n2	blasphemes	blaspheme	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
making	making	vvg	making	make	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
notorious	notorious	j	notorious	notorious	0
lyes	lyes	n2	lies	lie	0
and	and	cc	and	and	0
vanity	vanity	n1	vanity	vanity	0
:	:	:	:	:	0
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
the	the	dt	the	the	0
Relator	Relator	n1	Relator	relater	0
doth	doth	vdz	does	do	0
define	define	vvi	define	define	0
a	a	dt	a	a	0
meere	meere	j	mere	mere	0
false	false	j	false	false	0
and	and	cc	and	and	0
counterfeit	counterfeit	j-jn	counterfeit	counterfeit	0
Catholicke	Catholicke	jp	Catholic	catholic	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
that	that	cst	that	that	0
Holy	Holy	j	Holy	holy	0
Catholick	Catholick	njp	Catholic	catholic	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
beleeved	beleeved	vvn	believed	believe	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Creed	Creed	n1	Creed	creed	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
he	he	pns31	he	he	0
overthrowes	overthrowes	vvz	overthrows	overthrow	0
both	both	d	both	both	0
that	that	cst	that	that	0
Article	Article	n1	Article	article	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
Communion	Communion	n1	Communion	communion	0
of	of	pp-f	of	of	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
teaching	teaching	vvg	teaching	teach	0
,	,	,	,	,	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Catholicke	Catholicke	jp	Catholic	catholic	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
cease	cease	vvb	cease	cease	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
holy	holy	j	holy	holy	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
true	true	j	true	true	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
still	still	av	still	still	0
:	:	:	:	:	0
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
of	of	a-acp	of	off	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
his	his	po31	his	his	0
new	new	j	new	new	0
Catholicke	Catholicke	jp	Catholic	catholic	0
Church	Church	n1	Church	church	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Relator	Relator	n1	Relator	relater	0
beleeveth	beleeveth	vvz	believeth	believe	0
,	,	,	,	,	0
he	he	pns31	he	he	0
makes	makes	vvz	makes	make	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Rome	Rome	n1	Room	room	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
both	both	d	both	both	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
Faith	Faith	n1	Faith	faith	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
his	his	po31	his	his	0
Catholicke	Catholicke	jp	Catholic	catholic	0
Prelaticall	Prelaticall	j	Prelatical	prelatical	0
Church	Church	n1	Church	church	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
Faith	Faith	n1	Faith	faith	0
is	is	vbz	is	be	0
declared	declared	vvn	declared	declare	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Reply	Reply	n1	Reply	reply	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
true	true	j	true	true	0
saving	saving	j-vvg	saving	save	0
Faith	Faith	n1	Faith	faith	0
)	)	)	)	)	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
both	both	d	both	both	0
do	do	vdb	do	do	0
set	set	vvi	set	set	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
professe	professe	vvi	profess	profess	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
not	not	xx	not	not	0
different	different	j	different	different	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
Faith	Faith	n1	Faith	faith	0
and	and	cc	and	and	0
Religion	Religion	n1	Religion	religion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
(	(	(	(	(	0
he	he	pns31	he	he	0
saith	saith	vvz	says	say	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
lived	lived	vvn	lived	live	0
,	,	,	,	,	0
so	so	av	so	so	0
he	he	pns31	he	he	0
resolves	resolves	vvz	resolves	resolve	0
to	to	pc-acp	to	to	0
dye	dye	vvi	die	dye	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
live	live	vvi	live	live	0
and	and	cc	and	and	0
dye	dye	vvi	die	dye	0
an	an	dt	and	a	0
English-Romish-Catholicke	English-Romish-Catholicke	j	English-Romish-Catholicke	english-romish-catholicke	0
:	:	:	:	:	0
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
the	the	dt	the	the	0
Replyer	Replyer	n1	Replier	replier	0
proveth	proveth	vvz	proves	prove	0
(	(	(	(	(	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
no	no	xx	not	not	0
Papist	Papist	njp	Papist	papist	0
denyeth	denyeth	vvz	denyeth	deny	0
)	)	)	)	)	0
that	that	cst	that	that	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
