SIRS	SIRS	np1	SIRS	Sirs	0
retrograde	retrograde	j	retrograde	retrograde	0
crisis	crisis	n1	crisis	crisis	0
,	,	,	,	,	0
judge	judge	vvb	judge	judge	0
the	the	dt	the	the	0
naile	naile	n1	nail	nail	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
finger	finger	n1	finger	finger	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
expresly	expresly	av-j	expressly	express	0
called	called	vvn	called	call	0
digitus	digitus	fw-la	digitus	digitus	0
Dei	Dei	fw-la	Dei	dei	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
31.	31.	crd	31.	31.	0
18.	18.	crd	18.	18.	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
can	can	vmb	can	can	0
the	the	dt	the	the	0
naile	naile	n1	nail	nail	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
finger	finger	n1	finger	finger	0
be	be	vbi	be	be	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
unguis	unguis	fw-la	unguis	unguis	0
adamantinus	adamantinus	fw-la	adamantinus	adamantinus	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
adjuncted	adjuncted	vvn	adjuncted	adjunct	0
,	,	,	,	,	0
Jer.	Jer.	np1	Jer.	Jer.	1
17.	17.	crd	17.	17.	0
1	1	crd	1	1	1
?	?	?	?	?	0
and	and	cc	and	and	0
need	need	vvb	need	need	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
unlesse	unlesse	cs	unless	unless	0
the	the	dt	the	the	0
pen	pen	n1	pen	pen	0
be	be	vbb	be	be	0
more	more	av-dc	more	more	0
soft	soft	j	soft	soft	0
then	then	cs	then	than	0
the	the	dt	the	the	0
paper	paper	n1	paper	paper	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
if	if	cs	if	if	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
be	be	vbb	be	be	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
adamant	adamant	n1	adamant	adamant	0
,	,	,	,	,	0
Zech.	Zech.	np1	Zech.	Zech.	1
7.	7.	crd	7.	7.	0
12.	12.	crd	12.	12.	0
then	then	av	then	then	0
the	the	dt	the	the	0
stile	stile	n1	style	stile	0
that	that	cst	that	that	0
writes	writes	vvz	writes	write	0
characters	characters	n2	characters	character	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
had	had	vhd	had	have	0
need	need	av	needs	needs	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
pen	pen	n1	pen	pen	0
of	of	pp-f	of	of	0
iron	iron	n1	iron	iron	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
naile	naile	n1	nail	nail	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Adamant	Adamant	n1	Adamant	adamant	0
.	.	.	.	.	1
I	I	pns11	I	i	0
present	present	vvb	present	present	0
here	here	av	here	here	0
your	your	po22	your	your	0
Worthinesses	Worthinesses	n2	Worthinesses	worthiness	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
booke	booke	n1	book	book	0
;	;	;	;	;	0
a	a	dt	a	a	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
St	St	zz	St	st	0
Bernard	Bernard	np1	Bernard	Bernard	0
ingeniously	ingeniously	av-j	ingeniously	ingenious	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
rectifying	rectifying	vvg	rectifying	rectify	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
bookes	bookes	n2	books	book	0
are	are	vbr	are	be	0
written	written	vvn	written	write	0
;	;	;	;	;	0
I	I	pns11	I	i	0
except	except	vvi	except	except	0
not	not	xx	not	not	0
the	the	dt	the	the	0
very	very	j	very	very	0
Booke	Booke	n1	Book	book	0
of	of	pp-f	of	of	0
bookes	bookes	n2	books	book	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
foure	foure	crd	foure	four	0
Bookes	Bookes	n2	Books	book	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
thus	thus	av	thus	thus	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
classed	classed	vvn	classed	class	0
and	and	cc	and	and	0
ordered	ordered	vvn	ordered	order	0
.	.	.	.	.	1
They	They	pns32	They	they	0
are	are	vbr	are	be	0
either	either	d	either	either	0
the	the	dt	the	the	0
Bookes	Bookes	n2	Books	book	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
.	.	.	.	.	1
The	The	dt	The	the	0
Bookes	Bookes	n2	Books	book	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
are	are	vbr	are	be	0
either	either	d	either	either	0
outwar	outwar	n1	outwar	outwar	0
•	•	•	•	•	0
or	or	cc	or	or	0
inward	inward	j	inward	inward	0
.	.	.	.	.	1
The	The	dt	The	the	0
outward	outward	j	outward	outward	0
Booke	Booke	n1	Book	book	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Bible	Bible	n1	Bible	bible	0
.	.	.	.	.	1
The	The	dt	The	the	0
inward	inward	j	inward	inward	0
Book	Book	n1	Book	book	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
the	the	dt	the	the	0
great	great	j	great	great	0
Doctor	Doctor	n1	Doctor	doctor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
The	The	dt	The	the	0
outward	outward	j	outward	outward	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
or	or	cc	or	or	0
book	book	n1	book	book	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Creatures	Creatures	n2	Creatures	creature	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
God	God	np1	God	God	0
unfolded	unfolded	vvn	unfolded	unfold	0
.	.	.	.	.	1
The	The	dt	The	the	0
inward	inward	j	inward	inward	0
Booke	Booke	n1	Book	book	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
is	is	vbz	is	be	0
this	this	d	this	this	0
very	very	j	very	very	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
seales	seales	n2	seals	seal	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Tra	Tra	fw-la	Tra	tra	1
