Madam	Madam	n1	Madam	madam	0
bee	bee	vbi	be	be	0
an	an	dt	and	a	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
toyes	toyes	n2	toys	toy	0
bee	bee	vbb	be	be	0
a	a	dt	a	a	0
fault	fault	n1	fault	fault	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
surely	surely	av-j	surely	sure	0
doubled	doubled	vvn	doubled	double	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
too	too	av	too	too	0
great	great	j	great	great	0
a	a	dt	a	a	0
businesse	businesse	n1	business	business	0
.	.	.	.	.	1
Idlenesse	Idlenesse	n1	Idleness	idleness	0
was	was	vbds	was	be	0
their	their	po32	their	their	0
mother	mother	n1	mother	mother	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
pleased	pleased	vvd	pleased	please	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
avoyd	avoyd	vvi	avoid	avoid	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
destroying	destroying	vvg	destroying	destroy	0
her	her	pno31	her	she	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
to	to	p-acp	to	to	0
good	good	j	good	good	0
judgements	judgements	n2	judgements	judgement	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
well	well	av	well	well	0
bee	bee	vbi	be	be	0
as	as	a-acp	as	as	0
ill	ill	j-jn	ill	ill	0
pleasing	pleasing	j-vvg	pleasing	please	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
ill	ill	j-jn	ill	ill	0
natur'd	natur'd	j-vvn	natured	nature	0
:	:	:	:	:	0
If	If	cs	If	if	0
time	time	n1	time	time	0
were	were	vbdr	were	be	0
mis-spent	mis-spent	vvn	misspent	misspend	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
much	much	av-d	much	much	0
cast	cast	vvn	cast	cast	0
away	away	av	away	away	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
idle	idle	j	idle	idle	0
howers	howers	n2	hours	hour	0
of	of	pp-f	of	of	0
three	three	crd	three	three	0
moneths	moneths	n2	months	month	0
brought	brought	vvd	brought	bring	0
them	them	pno32	them	they	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
some	some	d	some	some	0
few	few	d	few	few	0
,	,	,	,	,	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
little	little	av-j	little	little	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
my	my	po11	my	my	0
childhood	childhood	n1	childhood	childhood	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
farre	farre	av-j	far	far	0
from	from	p-acp	from	from	0
deserving	deserving	vvg	deserving	deserve	0
good	good	j	good	good	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
so	so	av	so	so	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
farre	farre	av-j	far	far	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
humour	humour	n1	humour	humour	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
so	so	av	so	so	0
well	well	av	well	well	0
conceited	conceited	vvn	conceited	conceit	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
their	their	po32	their	their	0
workes	workes	n2	works	work	0
(	(	(	(	(	0
like	like	av-j	like	like	0
Peacocks	Peacocks	n2	Peacocks	peacock	0
proud	proud	j	proud	proud	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
feathers	feathers	n2	feathers	feather	0
)	)	)	)	)	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
never	never	av-x	never	never	0
at	at	p-acp	at	at	0
an	an	dt	and	a	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
still	still	av	still	still	0
with	with	p-acp	with	with	0
child	child	n1	child	child	0
to	to	pc-acp	to	to	0
utter	utter	vvi	utter	utter	0
them	them	pno32	them	they	0
:	:	:	:	:	0
my	my	po11	my	my	0
travell	travell	n1	travel	travel	0
ended	ended	vvn	ended	end	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
first	first	ord	first	first	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
or	or	cc	or	or	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
readers	readers	n2	readers	reader	0
may	may	vmb	may	may	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
reading	reading	n-vvg	reading	read	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
bee	bee	vbb	be	be	0
not	not	xx	not	not	0
plaine	plaine	j	plain	plain	0
and	and	cc	and	and	0
easie	easie	j	easy	easy	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
against	against	p-acp	against	against	0
my	my	po11	my	my	0
will	will	n1	will	will	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
wants	wants	vvz	wants	want	0
strength	strength	n1	strength	strength	0
to	to	pc-acp	to	to	0
imitate	imitate	vvi	imitate	imitate	0
,	,	,	,	,	0
so	so	av	so	so	0
cannot	cannot	vmbx	cannot	can	0
approve	approve	vvi	approve	approve	0
the	the	dt	the	the	0
ridling	ridling	j-vvg	riddling	riddle	0
humour	humour	n1	humour	humour	0
lately	lately	av-j	lately	late	0
affected	affected	vvn	affected	affect	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
thinke	thinke	vvb	think	think	0
nothing	nothing	pix	nothing	nothing	0
good	good	av-j	good	good	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
easie	easie	j	easy	easy	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
becomming	becomming	vvg	becoming	become	0
passion	passion	n1	passion	passion	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
exprest	exprest	vvn	expressed	express	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
hyperbole	hyperbole	n1	hyperbole	hyperbole	0
above	above	p-acp	above	above	0
reason	reason	n1	reason	reason	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
tormentors	tormentors	n2	tormentors	tormentor	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Readers	Readers	n2	Readers	reader	0
braines	braines	n2	brains	brain	0
I	I	pns11	I	i	0
leave	leave	vvb	leave	leave	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
admired	admired	vvn	admired	admire	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
high	high	j	high	high	0
obscure	obscure	j	obscure	obscure	0
flight	flight	n1	flight	flight	0
,	,	,	,	,	0
(	(	(	(	(	0
while	while	cs	while	while	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
happy	happy	j	happy	happy	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
procure	procure	vvi	procure	procure	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
familiar	familiar	j-jn	familiar	familiar	0
delight	delight	n1	delight	delight	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
superficiall	superficiall	j	superficial	superficial	0
reading	reading	n-vvg	reading	read	0
)	)	)	)	)	0
they	they	pns32	they	they	0
affect	affect	vvb	affect	affect	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
more	more	dc	more	more	0
wit	wit	n1	wit	wit	0
then	then	cs	then	than	0
love	love	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
that	that	cst	that	that	0
whilst	whilst	cs	while	while	0
they	they	pns32	they	they	0
commend	commend	vvb	commend	commend	0
beyond	beyond	p-acp	beyond	beyond	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shew	shew	vvb	show	show	0
that	that	cst	that	that	0
either	either	d	either	either	0
they	they	pns32	they	they	0
want	want	vvb	want	want	0
reason	reason	n1	reason	reason	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
,	,	,	,	,	0
or	or	cc	or	or	0
their	their	po32	their	their	0
subject	subject	n-jn	subject	subject	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
commended	commended	vvn	commended	commend	0
;	;	;	;	;	0
like	like	av-j	like	like	0
ill	ill	j-jn	ill	ill	0
ranging	ranging	j-vvg	ranging	range	0
Spaniells	Spaniells	n2	Spaniels	spaniel	0
they	they	pns32	they	they	0
spring	spring	vvb	spring	spring	0
figures	figures	n2	figures	figure	0
,	,	,	,	,	0
and	and	cc	and	and	0
ravished	ravished	vvn	ravished	ravish	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
extravagant	extravagant	j	extravagant	extravagant	0
fancies	fancies	n2	fancies	fancy	0
,	,	,	,	,	0
pursue	pursue	vvb	pursue	pursue	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
long	long	j	long	long	0
excursions	excursions	n2	excursions	excursion	0
,	,	,	,	,	0
neglecting	neglecting	vvg	neglecting	neglect	0
their	their	po32	their	their	0
true	true	j	true	true	0
game	game	n1	game	game	0
and	and	cc	and	and	0
pretended	pretended	j-vvn	pretended	pretend	0
affection	affection	n1	affection	affection	0
:	:	:	:	:	0
Bee	Bee	vbb	be	be	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
discoursers	discoursers	n2	discoursers	discourser	0
capacitie	capacitie	n1	capacity	capacity	0
never	never	av-x	never	never	0
so	so	av	so	so	0
poore	poore	j	poor	poor	0
and	and	cc	and	and	0
meane	meane	j	mean	mean	0
,	,	,	,	,	0
I	I	pns11	I	i	0
ever	ever	av	ever	ever	0
affect	affect	vvb	affect	affect	0
a	a	dt	a	a	0
man	man	n1	man	man	0
that	that	cst	that	that	0
maketh	maketh	vvz	makes	make	0
right	right	j-jn	right	right	0
conclusions	conclusions	n2	conclusions	conclusion	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
rather	rather	av-c	rather	rather	0
bee	bee	vbi	be	be	0
thought	thought	vvn	thought	think	0
to	to	pc-acp	to	to	0
want	want	vvi	want	want	0
invention	invention	n1	invention	invention	0
and	and	cc	and	and	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
then	then	cs	then	than	0
judgement	judgement	n1	judgement	judgement	0
and	and	cc	and	and	0
good	good	j	good	good	0
consequence	consequence	n1	consequence	consequence	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
utter	utter	vvb	utter	utter	0
.	.	.	.	.	1
The	The	dt	The	the	0
Poetry	Poetry	n1	Poetry	poetry	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
times	times	n2	times	time	0
abounds	abounds	vvz	abounds	abound	0
in	in	p-acp	in	in	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
high	high	j	high	high	0
conceit	conceit	n1	conceit	conceit	0
,	,	,	,	,	0
figure	figure	n1	figure	figure	0
,	,	,	,	,	0
and	and	cc	and	and	0
proportions	proportions	n2	proportions	proportion	0
;	;	;	;	;	0
thinne	thinne	j	thin	thin	0
,	,	,	,	,	0
light	light	j	light	light	0
,	,	,	,	,	0
and	and	cc	and	and	0
emptie	emptie	j	empty	empty	0
in	in	p-acp	in	in	0
matter	matter	n1	matter	matter	0
and	and	cc	and	and	0
substance	substance	n1	substance	substance	0
;	;	;	;	;	0
like	like	av-j	like	like	0
fine	fine	j	fine	fine	0
colored	colored	j-vvn	coloured	colour	0
ayery	ayery	j	ayery	airy	0
bubbles	bubbles	n2	bubbles	bubble	0
or	or	cc	or	or	0
Quelque-choses	Quelque-choses	j	Quelque-chooses	quelque-chooses	0
,	,	,	,	,	0
much	much	d	much	much	0
o	o	fw-la	o	o	0
••	••	••	••	••	0
entation	entation	n1	entation	entation	0
and	and	cc	and	and	0
little	little	j	little	little	0
food	food	n1	food	food	0
;	;	;	;	;	0
conceits	conceits	n2	conceits	conceit	0
,	,	,	,	,	0
similes	similes	n2	similes	simile	0
,	,	,	,	,	0
and	and	cc	and	and	0
allegories	allegories	n2	allegories	allegory	0
are	are	vbr	are	be	0
good	good	j	good	good	0
,	,	,	,	,	0
so	so	av	so	so	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
bee	bee	vbi	be	be	0
carried	carried	vvn	carried	carry	0
along	along	a-acp	along	along	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
interrupted	interrupted	vvn	interrupted	interrupt	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Venus	Venus	np1	Venus	Venus	0
is	is	vbz	is	be	0
here	here	av	here	here	0
drawne	drawne	vvn	drawn	draw	0
by	by	p-acp	by	by	0
her	her	po31	her	her	0
Doves	Doves	n2	Doves	dove	0
,	,	,	,	,	0
not	not	xx	not	not	0
Serpents	Serpents	n2	Serpents	serpent	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
professe	professe	vvb	profess	profess	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
want	want	vvi	want	want	0
art	art	n1	art	art	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
matters	matters	n2	matters	matter	0
or	or	cc	or	or	0
love	love	n1	love	love	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
best	best	av-js	best	best	0
spared	spared	vvn	spared	spare	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
an	an	dt	and	a	0
affection	affection	n1	affection	affection	0
meerely	meerely	av-j	merely	mere	0
naturall	naturall	j	natural	natural	0
,	,	,	,	,	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
Art	Art	n1	Art	art	0
is	is	vbz	is	be	0
seldome	seldome	av	seldom	seldom	0
comely	comely	j	comely	comely	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
authorised	authorised	vvd	authorised	authorise	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
native	native	j-jn	native	native	0
disposition	disposition	n1	disposition	disposition	0
;	;	;	;	;	0
besides	besides	a-acp	beside	beside	0
,	,	,	,	,	0
Verses	Verses	n2	Verses	verse	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
are	are	vbr	are	be	0
commonly	commonly	av-j	commonly	common	0
made	made	vvn	made	make	0
for	for	p-acp	for	for	0
women	women	n2	women	woman	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
chiefest	chiefest	js-jn	chiefest	chief	0
beautie	beautie	n1	beauty	beauty	0
consists	consists	vvz	consists	consist	0
in	in	p-acp	in	in	0
being	being	vbg	being	be	0
unsophisticated	unsophisticated	vvn	unsophisticated	unsophisticate	0
by	by	p-acp	by	by	0
Art	Art	n1	Art	art	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
pleasing	pleasing	j-vvg	pleasing	please	0
in	in	p-acp	in	in	0
conversation	conversation	n1	conversation	conversation	0
by	by	p-acp	by	by	0
possessing	possessing	vvg	possessing	possess	0
a	a	dt	a	a	0
free	free	j	free	free	0
puritie	puritie	n1	purity	purity	0
of	of	pp-f	of	of	0
unadulterated	unadulterated	vvn	unadulterated	unadulterate	0
wit	wit	n1	wit	wit	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
often	often	av	often	often	0
see	see	vvi	see	see	0
that	that	cst	that	that	0
those	those	d	those	those	0
women	women	n2	women	woman	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
bestowed	bestowed	vvn	bestowed	bestow	0
on	on	p-acp	on	on	0
themselves	themselves	px32	themselves	themselves	0
the	the	dt	the	the	0
most	most	ds	most	most	0
Art	Art	n1	Art	art	0
and	and	cc	and	and	0
costly	costly	j	costly	costly	0
dressing	dressing	n-vvg	dressing	dress	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
many	many	d	many	many	0
times	times	n2	times	time	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
best	best	js	best	best	0
proportion	proportion	n1	proportion	proportion	0
,	,	,	,	,	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
winning	winning	vvg	winning	win	0
:	:	:	:	:	0
So	So	av	So	so	0
in	in	p-acp	in	in	0
Verses	Verses	n2	Verses	verse	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
exprest	exprest	vvn	expressed	express	0
a	a	dt	a	a	0
naturall	naturall	j	natural	natural	0
spirit	spirit	n1	spirit	spirit	0
and	and	cc	and	and	0
moving	moving	j-vvg	moving	move	0
ayre	ayre	n1	air	air	0
(	(	(	(	(	0
or	or	cc	or	or	0
accent	accent	n1	accent	accent	0
)	)	)	)	)	0
more	more	av-dc	more	more	0
alluring	alluring	j	alluring	alluring	0
and	and	cc	and	and	0
charming	charming	vvg	charming	charm	0
the	the	dt	the	the	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
then	then	cs	then	than	0
others	others	n2-jn	others	other	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
farre	farre	av-j	far	far	0
more	more	av-dc	more	more	0
rich	rich	j	rich	rich	0
,	,	,	,	,	0
faire	faire	j	fair	fair	0
and	and	cc	and	and	0
curious	curious	j	curious	curious	0
composition	composition	n1	composition	composition	0
.	.	.	.	.	1
The	The	dt	The	the	0
world	world	n1	world	world	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
is	is	vbz	is	be	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
Critiques	Critiques	n2	Critiques	critic	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
sharpe	sharpe	av-j	sharp	sharp	0
sighted	sighted	vvn	sighted	sight	0
to	to	pc-acp	to	to	0
reprehend	reprehend	vvi	reprehend	reprehend	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
approve	approve	vvi	approve	approve	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
rule	rule	n1	rule	rule	0
;	;	;	;	;	0
(	(	(	(	(	0
many	many	d	many	many	0
times	times	n2	times	time	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
square	square	j-jn	square	square	0
)	)	)	)	)	0
But	But	cc-acp	But	but	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
part	part	n1	part	part	0
I	I	pns11	I	i	0
hold	hold	vvb	hold	hold	0
the	the	dt	the	the	0
same	same	d	same	same	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
Verses	Verses	n2	Verses	verse	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
Ayres	Ayres	n2	Airs	air	0
in	in	p-acp	in	in	0
Musick	Musick	n1	Music	music	0
,	,	,	,	,	0
or	or	cc	or	or	0
Houses	Houses	n2	Houses	house	0
,	,	,	,	,	0
that	that	cst	that	that	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
bee	bee	vbi	be	be	0
delightfull	delightfull	j	delightful	delightful	0
and	and	cc	and	and	0
pleasant	pleasant	j	pleasant	pleasant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
first	first	ord	first	first	0
appearance	appearance	n1	appearance	appearance	0
with	with	p-acp	with	with	0
conveniency	conveniency	n1	conveniency	conveniency	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
designe	designe	n1	design	design	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
